[00:00:00] 只是开了一扇窗户
[01:49:47] 他是一个真的能走
[01:49:48] 走到一个产业级的这样的一个事情
[01:49:50] 有没有一部分原因是投资人
[01:49:51] 也希望就是能够离场
[01:49:52] 他也希望能够落袋为安
[01:49:55] 我不排除有这方面的
[01:49:57] 有人这么想这件事情
[01:49:59] 但我觉得像我们的很多投资人还是跟我们一样
[01:50:03] 就刚才说的是保持着同样的信念
[01:50:05] 和同样的这个想法
[01:50:06] 大家一起走下去
[01:50:07] 取得更大的成功
[01:50:09] 并不是说简单的上完事我们就退掉
[01:50:12] 然后落袋为安
[01:50:13] 挣了钱就OK
[01:50:14] 其实也并不是那么简单
[01:50:16] 你们准备怎么用
[01:50:16] 你们这一笔就是补给款
[01:50:19] 照古书里都有
[01:50:20] 大家会把你们跟mini max放在一起来讨论
[01:50:23] 因为他们也在争夺这个第一嘛
[01:50:25] 对你们时间是接近的
[01:50:27] 所以你们会是第一还是第二
[01:50:28] 这个就不知道了
[01:50:29] 这个就看这个交易所那边怎么安排
[01:50:32] 你有什么想对mini man CEO说的吗
[01:50:34] 我跟闫老师说话
[01:50:36] 其实最近稍微少一点
[01:50:38] 之前还挺多
[01:50:39] 最近为什么变少了
[01:50:40] 就碰面的机会比较少
[01:50:41] 你有什么想对他说的吗
[01:50:42] 我觉得祝大家好运吧
[01:50:45] 你怎么看OPPENI的上市
[01:50:46] 对听说他也在准备是吧
[01:50:48] 嗯嗯我觉得open i可能是另外一个故事
[01:50:52] 或者说在美国那个大的环境底下
[01:50:54] 又是另外的一种逻辑叫高风险
[01:50:57] 高投入高回报嗯
[01:50:59] 三高他们是赚的是这种这种逻辑嗯
[01:51:02] 你们呢
[01:51:02] 我觉得我们相对来说更符合中国的这种情况
[01:51:06] 啊追求的是在高风险
[01:51:09] 或者说叫高科技的这个领域里面的
[01:51:12] 追求这个稳定性和可控性可预期的这种模式
[01:51:17] 因为我们这个访谈发生在上市之前
[01:51:19] 你现在的状态是什么样
[01:51:20] 就快上市了
[01:51:21] 说不好什么状态
[01:51:22] 其实我我我觉得当然很期待
[01:51:25] 就终于走到这一天了
[01:51:26] 很开心啊
[01:51:27] 我们呃6年多时间能发展到这一步
[01:51:30] 感觉到很庆幸
[01:51:31] 就很幸运吧
[01:51:32] 能走到这一步呃
[01:51:34] 当然我心里也很明白的知道
[01:51:37] 就说上市并不是终点
[01:51:39] 而且后面还有很多事情呃
[01:51:41] 有很多路要去走
[01:51:42] 很多事要去做呃
[01:51:44] 也不会简单的停在这一步
[01:51:46] 我是个天平座的人哦
[01:51:48] 天生很平衡
[01:51:49] 问一个尖锐一点的问题啊
[01:51:51] 就是怎么应对上市后的技术投入
[01:51:54] 算力投入和二级市场的资本压力啊
[01:51:56] 就是上市之后
[01:51:57] 会不会反而让你变成一家平庸的公司
[01:51:59] 因为你们要就不敢投了吗
[01:52:00] 要给股东交代
[01:52:02] 我觉得不会
[01:52:02] 这也是我刚才说我们说
[01:52:04] 为什么我们希望通过当然跟你的这档聊天啊
[01:52:09] 更多的这种途径让大家知道
[01:52:11] 质朴到底是在想什么
[01:52:13] 是在做什么
[01:52:14] 大家理解了
[01:52:15] 我们为什么要投这些事
[01:52:16] 情
[01:52:16] 为什么要做这些事情
[01:52:17] 为什么有这么大的这个研发投入
[01:52:19] 其实大家都理解我们背后的这些事情
[01:52:21] 很多事情其实起源于
[01:52:24] 人和人之间的这种认知的差距
[01:52:26] 互相的这个不理解
[01:52:28] 最近觉得被误解的是什么
[01:52:29] 我觉得可能有一些人认为说唉
[01:52:32] 这个你看他们就是一个做项目制外包的
[01:52:35] 这个这个是吧
[01:52:36] 是个to g的公司
[01:52:37] 这个呃为了政府赚的
[01:52:39] 我觉得其实不是这样
[01:52:40] 其实有里面有很很深
[01:52:42] 很多很深层的这个因素在里边
[01:52:44] 你看从表象上来看
[01:52:46] 中国的前十大互联网里
[01:52:49] 互联网企业里边有九个是我们的客户
[01:52:52] 唉其实都是我们很重要的客户
[01:52:54] 很大量的客户嗯
[01:52:56] 然后我们有60%是企业客户
[01:53:01] 政府这块它只占到20%很少
[01:53:03] 所以其实我们是一个
[01:53:05] 你要说我们是一个to b的公司
[01:53:07] 这个可能我认哈嗯对
[01:53:10] 就是说并那个并不是我们很真正占大头的东西
[01:53:14] 大头的事
[01:53:15] 其实我们一直说我们是服务企业
[01:53:18] 一个是企业
[01:53:20] 才是整个这个社会里边生产利益最集中的地方
[01:53:23] 转化对效率最高的地方
[01:53:25] 最主要的地方
[01:53:27] 而生产力变革级别的技术
[01:53:29] 你当然是要找到这样的一些地方去落地
[01:53:32] 我觉得这个是一个很straight
[01:53:34] forward的这样的一个逻辑
[01:53:35] 这是我们这些做工科
[01:53:38] 做理科出身的人
[01:53:39] 他容易想到的一个事情
[01:53:41] 我和一个AI1.0时代的创始人聊天
[01:53:43] 然后他有一个评价
[01:53:45] 我印象还蛮深的
[01:53:46] 他说现在大模型公司上市就是在大逃生
[01:53:48] 在逃生
[01:53:49] 因为大家可能会觉得26年这个八破会破
[01:53:52] 这也是一市场的一个观点
[01:53:54] 就是大家对26年的预期不好
[01:53:56] 所以大家觉得25年底
[01:53:57] 2026年初能上就快点上
[01:53:59] 这是可能是一个窗口期
[01:54:00] 也有人会这么评价
[01:54:01] 哎你看从两个方面
[01:54:03] 我可以大概对这个问题进行一个解释
[01:54:06] 首先第一假设他是一个bubble
[01:54:08] 我们上市能救我们吗
[01:54:10] 或者说能救AI吗
[01:54:11] 能救投资人的钱包啊
[01:54:13] 那是那那不是救我呀
[01:54:14] 对不对
[01:54:15] 所以这个事其实跟他上不上市没什么关系
[01:54:19] 所以你混淆这两件事情混在一起
[01:54:21] 这么说
[01:54:22] 其实我是不太认
[01:54:23] 逻辑上它没有必然关系
[01:54:25] 这是第一个
[01:54:25] 第二个他是不是bubble这件事情
[01:54:28] 最近也讨论的比较多
[01:54:30] 我很习惯的跟大家聊这种天的时候
[01:54:32] 就会反问一句
[01:54:33] 你怎么定义bubble
[01:54:34] 什么叫bubble
[01:54:35] 当然任何周期都有泡沫
[01:54:37] 就是当我们在开始讨论这个肯定很担心的是
[01:54:40] 像以前那种周期里大崩盘的这种情况
[01:54:43] 他这个崩盘是因为什么呢
[01:54:45] 投资过热嘛
[01:54:46] 投这些东西得不到相应的这种收益吗
[01:54:48] 好那最近的泡沫是什么
[01:54:51] 你定义期不清楚
[01:54:52] 它的本质没关系
[01:54:53] 我们就类比嘛
[01:54:53] 最近的泡沫是什么
[01:54:55] 互联网对啊
[01:54:56] 所有人都会告诉你说
[01:54:57] 最近的泡沫就是互联网那波那波泡沫嘛
[01:55:00] 嗯但是你看互联网
[01:55:02] 就算互联网这个泡沫破了
[01:55:05] 他留下了什么
[01:55:06] 现在大家用的很多的东西
[01:55:08] 享受了很多东西
[01:55:09] 是那个泡沫的时代留下的东西
[01:55:11] 网络的基础设施
[01:55:12] 很多技术的革新
[01:55:14] 包括这些产品
[01:55:15] 很多东西的产品都是那个年代留下的
[01:55:17] 你为什么要担心bible呢
[01:55:19] 担心自己刚好是被戳破
[01:55:20] 那个说白了还是担心自己兜里的钱
[01:55:23] 投资人的钱包对嗯
[01:55:25] 其实说白了还是这个
[01:55:26] 就是说我能不能及时的收回我的呃
[01:55:28] 投资的这个收益
[01:55:29] 并不是
[01:55:30] 真正担心说我投入的没有产生实际的这个东西
[01:55:33] 或者产生实际的这个生产力
[01:55:35] 或者留下这个真正有价值的东西对吧
[01:55:38] 其实你按本质上的分析分析
[01:55:39] 大家其实是因为这个
[01:55:41] 但好那你说到这个角度的时候
[01:55:43] 那这个问题就容易解了
[01:55:44] 投资这个角度
[01:55:45] 你觉得美国够吗
[01:55:46] 你觉得中国够吗
[01:55:47] 都不够啊
[01:55:48] 这是你的认为对吧
[01:55:49] 如果投资都不够的话
[01:55:50] 那凭什么叫bubble呢
[01:55:51] 觉得不够的原因是因为离AJI还很远
[01:55:54] 那既然他不够
[01:55:55] 那那那他再回来
[01:55:56] 那那离AJI很远
[01:55:57] 那我们要不要去追求AJI
[01:55:59] 他有可能不在现有的技术范式下
[01:56:00] 有没有可能
[01:56:01] 那我们如果不投资
[01:56:02] 它会自然发生吗
[01:56:03] 它不会
[01:56:04] 那不就完了吗
[01:56:05] 所以还得投资
[01:56:06] 对啊
[01:56:06] 那不就完了
[01:56:07] 你这是从历史的大势来讲的对啊
[01:56:09] 那那你你你你这个历史大势趋势
[01:56:11] 他就是这个样子
[01:56:11] 我问你的这个问题
[01:56:13] 所有的逻辑都是一环一环相扣的
[01:56:14] 你就回答这些问题
[01:56:15] 你就知道了
[01:56:16] 所以你担心这个事情其实是没有意义的
[01:56:18] 它必然会就是你刚才说的
[01:56:20] 必然某个时间段它必然会有八宝
[01:56:22] 会有这个泡沫
[01:56:23] 没问题
[01:56:24] 只是泡沫大小而已
[01:56:26] 就那我就问你大小嘛
[01:56:27] 你说投资够吗
[01:56:29] 你你说不够
[01:56:30] 其实很多人也认为不够
[01:56:31] 我不敢说美国那边够不够
[01:56:33] 反正中国肯定是不够
[01:56:34] 中国少很多对啊
[01:56:35] 少非常多
[01:56:35] 是美国的几1/10
[01:56:36] 我看过一个统计数字
[01:56:37] 大概二十二十二十多分之一吧
[01:56:40] 很小投入不是很大
[01:56:41] 而且很多的这种投入都投到了什么基础设施
[01:56:46] 反正就是撒胡椒面撒下去了
[01:56:47] 它并不是集中在像美国那样
[01:56:49] 集中在那几家脑袋上
[01:56:51] 这样这个情况也不太一样
[01:56:52] 所以你要说有BUBLE
[01:56:54] 我相信在资本市场角度来看
[01:56:56] 美国那个事情可能是有bug
[01:56:58] 但在中国这事儿不存在
[01:57:00] 它是不够的
[01:57:01] 他是远远不够的
[01:57:02] 你看朱啸虎
[01:57:03] 他之前一直说
[01:57:05] 大模型六小龙
[01:57:07] 连上一代的AI4小龙可能最后都不如
[01:57:09] 虽然我们进入了第二代的AI这个范式里面
[01:57:12] 出来创业是为了第二代AI范式
[01:57:13] 那从一个上市公司的角度
[01:57:15] 你觉得它跟第一代AI公司有什么本质区别
[01:57:18] 我无意反驳他这个观点
[01:57:20] 当然我觉得他这个结论下的有点早
[01:57:22] 因为上一代的AI4小龙其实现在还健在啊
[01:57:26] 还健在
[01:57:26] 你看才几年
[01:57:27] 你要从23年开始算
[01:57:29] 现在才3年
[01:57:29] 你要再往前推一点
[01:57:31] 你说从我们公司成立19年开始算
[01:57:33] 也才6年多
[01:57:34] 这么早就盖棺定论吗
[01:57:36] 我觉得还太早
[01:57:37] 所以他说的是个预测
[01:57:39] 预测这个事情呢你可以不评价
[01:57:41] 我们就等着时间来证明就完了
[01:57:43] 还是回到那个点吧
[01:57:44] 他们觉得这个to b的
[01:57:45] 你这个定制的商业模式不性感啊
[01:57:47] 我觉得不是说呃to b就一定是定制
[01:57:51] 或者说这是你刚刚子在国内也不好
[01:57:53] 对也不好
[01:57:54] 这所以他唉这个东西你不能摆
[01:57:57] 摆脱这个实际的市场情况来说
[01:57:59] 这个事情我知道很多东西
[01:58:02] 包括定价模式或者说估值模式
[01:58:04] 可能很多东西是从从资本市场的
[01:58:06] 很多东西是从海外过来的
[01:58:09] 从美国过来的
[01:58:10] 因为毕竟他们比较靠前
[01:58:11] 但是别忘了这些东西都根植于它的文化
[01:58:14] 根植于它的历史
[01:58:15] 根据他的经济
[01:58:16] 社会经济的状况
[01:58:17] 中国的事情很多时候不是按这个来的
[01:58:20] 硬套可能并不一定是个好事情
[01:58:24] 所以你还是走的是一个
[01:58:25] 更符合中国叙事的一个路线
[01:58:28] 也许maybe
[01:58:29] 我们一直是认为
[01:58:30] 说天底下的路其实不止只有一条
[01:58:34] 很多时候并不要用这个历史的
[01:58:38] 很多的这种既有的这种经验
[01:58:40] 或者说规则来框一些新的东西
[01:58:42] 很多时候你的错失的一些机会和一些事情
[01:58:47] 都是因为这个
[01:58:48] 你看大明星早期开始的时候
[01:58:50] 其实大家的判断也是一样的呀
[01:58:51] 很多人说这不就是暴暴力嘛
[01:58:55] 一点都不科学的
[01:58:57] 所谓的优美
[01:58:57] 那事实证明呢
[01:58:58] 当时的说这些预判的人
[01:59:01] 可能我不能说他错了
[01:59:03] 但至少他没预测对
[01:59:04] 所以这个没关系
[01:59:06] 说什么都会有我们坚持呃
[01:59:08] 我们所认为的
[01:59:10] 而且它背后是有一套逻辑的
[01:59:12] 来支持我的这个逻辑判断
[01:59:14] 我的判断
[01:59:14] 我的决策
[01:59:15] 然后我坚持做我自己的事情
[01:59:17] 刚才我们其实那个关于to c的问题没有聊完
[01:59:20] 你好像没有告诉我一个时间点
[01:59:22] 是你明确决定初C不是我们的重点
[01:59:24] 只是有一个关键的决定的时间的吗
[01:59:26] 基本上deep sg那一波出来之后
[01:59:29] 基本上我们就不再花很多的精力去资源
[01:59:34] 去做推广哦
[01:59:36] 之前是推的
[01:59:37] 就是在之前是推的
[01:59:39] 当然也非常克制啊
[01:59:40] 就大家也很少看到我们的比较不多
[01:59:43] 看到我们的东西没那么多
[01:59:44] 但那时候还是觉得有to c的可能性的
[01:59:46] 有一定的可能性
[01:59:47] 因为我们当时打的几个嗯
[01:59:50] 用户群体其实也挺明确的
[01:59:52] 嗯啊上班族
[01:59:54] 学生程序员等等这些群体给他一个好工具
[01:59:58] 并不是说创造什么新这个情绪价值啊
[02:00:02] 什么之类的
[02:00:03] 我们不会去打这种点
[02:00:04] 这也不是你们的基因对吧
[02:00:06] 对这种娱乐性的产品
[02:00:07] 那你怎么看待国内这个to c市场
[02:00:10] to c战场
[02:00:10] AI to c战场
[02:00:11] 豆包啊
[02:00:12] 请问啊
[02:00:13] deep seek啊
[02:00:14] to c这个事情可能目前来看纯C啊
[02:00:17] 就是一般用户
[02:00:18] 大众用户可能还真是互联网大厂的机会
[02:00:22] 因为这没办法
[02:00:24] 大量的这个平台还有流量
[02:00:27] 还有用户入口都在他们手里
[02:00:29] 他们比较容易把这些都切走
[02:00:32] 所以如果只是简单的一种
[02:00:34] 就产品本身的价值不是很那个什么的话
[02:00:37] 没有什么独特性的话
[02:00:39] 很难复制的点的话
[02:00:40] 出事的这个战场基本上就是他们的
[02:00:42] 短期之内肯定就是这样
[02:00:43] 我听过一个评论
[02:00:44] 就是在讲质朴的嗯
[02:00:46] 他们说嗯
[02:00:47] 因为吃普其实一直不算是市场上最火
[02:00:49] 最明星的项目对吧
[02:00:50] 就是都不是就是流量关注度最高的一个项目呃
[02:00:53] 但是是技术延伸的项目
[02:00:55] 然后你们是有视野
[02:00:56] 有技术
[02:00:57] 但是看起来会有点boring
[02:00:59] 就是非常的现实
[02:01:00] 你觉得这个评价中肯吗
[02:01:02] 他给我一个描述说就像水泥一样
[02:01:04] 没有那么的有趣
[02:01:05] 但是稳定性好
[02:01:07] 这个评论对你们来说是中肯的吗
[02:01:09] 还算中肯吧
[02:01:11] 就像那个大家评价这个清华的理工男一样
[02:01:14] 就是boring啊哈哈就是他很聪明啊
[02:01:18] 也很能干啊
[02:01:19] 这个是吧
[02:01:20] 正经用途就让他干什么事情
[02:01:22] 他能干的很漂亮啊什么之类
[02:01:24] 但是他就是没有太多的情绪价值
[02:01:26] KIMI相对你们来说还是更酷一点对吧
[02:01:29] 从外部观感来看嗯
[02:01:30] 怎么说呢
[02:01:31] 他也是清华理工男对
[02:01:33] 所以这个我就是呃这正是我佩服直林
[02:01:36] 当然佩服志玲的一点
[02:01:37] 他是很会抓住普通人的这个眼球
[02:01:40] 嗯知道怎么去推广
[02:01:42] 怎么去理解普通人的这些需求和想法
[02:01:45] 在我们看来
[02:01:46] 我们可能在这方面做的没有那么好
[02:01:50] 但也跟我们的定位有关系
[02:01:51] 你们有反思过吗
[02:01:53] 你们有觉得更C1点吗
[02:01:54] 更吸引眼球一点
[02:01:56] 更酷一点吗
[02:01:56] 还是做过一些尝试
[02:01:58] 做过一些事情
[02:01:59] 想要做这些事情一直在努力
[02:02:01] 其实所以我们在
[02:02:03] 其实我们在这个比如说像开发者
[02:02:05] 像这程序员
[02:02:06] 像这一类的人群里边
[02:02:08] 其实我们做过一些调查
[02:02:10] 大家对我们的口碑还是不错的
[02:02:12] 因为你坚持开源吗啊对当然开源社会有一批了
[02:02:15] 当然包括我们的产品
[02:02:16] 包括我们的很多的优点
[02:02:18] 都是这帮人比较喜欢嗯
[02:02:20] 踏实工程师文化诶
[02:02:22] 就这么总结
[02:02:22] 应该可以
[02:02:23] 就清华其实还是很提倡工程师文化
[02:02:26] 我觉得你其实是就是还没有很好的准备
[02:02:29] 就做了CEO
[02:02:30] 并且被推进了一个这个大浪之中
[02:02:32] 你这3年什么感觉
[02:02:34] 你怎么知道我没有做好准备
[02:02:36] 不过你说对了哈哈
[02:02:38] 其实这个东西
[02:02:39] 后来我们自己内部几个人一起喝酒聊天的时候
[02:02:43] 也说了这个事情
[02:02:44] 其实你任何时候都是没有准备好的
[02:02:46] 很多时候是你只要认准了这个方向
[02:02:49] 愿意去学习
[02:02:49] 愿意去不断的提升自己
[02:02:51] 愿意去做这件事情
[02:02:53] 呃
[02:02:53] 也不用太害怕就可以去做
[02:02:55] 我觉得清华给我们最大的一个好处
[02:02:57] 就是教会了我们学习的方法
[02:02:59] 学习的能力
[02:03:00] 而且有这种学习的欲望
[02:03:02] 什么事情都愿意去学习
[02:03:03] 嗯我觉得这就挺好
[02:03:06] 当然不是说足够了
[02:03:07] 这就挺好
[02:03:08] 这个过程中最折磨你的是什么事啊
[02:03:10] 其实还是来自于对这些事情
[02:03:12] 很多事情的不熟悉
[02:03:13] 比如说我们开始大规模做商业化之后呃
[02:03:17] 说实话这里边还是要面临很多的这种挑战
[02:03:21] 之前没有碰到过
[02:03:23] 其实也没有人能告诉你怎么去处理
[02:03:26] 因为我们做的这些事情也是比较新的
[02:03:29] 商业模式也比较新
[02:03:30] 用户也好
[02:03:31] 投资人也好
[02:03:32] 客户也好
[02:03:33] 对于我们的看法其实也都非常的千奇百怪
[02:03:36] 你怎么样让你的这个认知
[02:03:39] 和对方的这个认知能够对齐
[02:03:42] 其实这个挺suffering
[02:03:43] 你要花很多精力去跟大家沟通
[02:03:45] 去交流
[02:03:46] 去拉起这个认知
[02:03:48] 一遍又一遍的重复
[02:03:49] 很多的话跟客户交流是你的工作
[02:03:51] 对很多客户其实我都会到一线去跟大家去讲
[02:03:54] 你刚刚也说就是在治理上也遇到过很多困难
[02:03:57] 在成本控制上遇到过很多困难
[02:03:59] 这个困难比较大的时候是什么时候
[02:04:00] 当时我们刚出来创业的时候
[02:04:02] 这个张院士算是见多识广
[02:04:04] 跟我们讲过一件事
[02:04:05] 我印象还比较深
[02:04:06] 他说啊创业企业啊有几个坎
[02:04:10] 第一个坎呢是你50个人
[02:04:13] 嗯一般的都能挺得过去
[02:04:14] 比较简单
[02:04:15] 你挣到钱就行
[02:04:16] 你只要有挣钱就行
[02:04:17] 亏不亏的不关键
[02:04:19] 第二个坎呢是200人
[02:04:20] 第三个坎呢可能是500或者甚至更多一点
[02:04:23] 所以这几个坎呢其实都就是决定了你生死的
[02:04:27] 可能
[02:04:27] 任何一个坎你过不去
[02:04:28] 你这个解可能就完蛋了
[02:04:29] 但是我其实不是太理解这个家人
[02:04:33] 就为什么这么说
[02:04:34] 或者说到底这个坎你是因为什么
[02:04:37] 当我们亲身经历完了之后
[02:04:38] 就回过头再去看这个事情
[02:04:39] 其实非常有道理
[02:04:40] 但其实关键不在于说
[02:04:42] 那个具体的那个数字是多少
[02:04:44] 是几十个人还是100个人
[02:04:46] 还是200个人还是多少人
[02:04:47] 它其实代表的是企业发展的几个阶段
[02:04:50] 第一个阶段呢就几十个人呢
[02:04:51] 是说只要挣到钱就好
[02:04:53] 是什么呢
[02:04:53] 是你要给跟团队的信心要建立起来
[02:04:57] 就说你做的这个事它是能持续下去的
[02:05:00] 别先散了
[02:05:01] 还没干呢
[02:05:02] 就是散了
[02:05:03] 这是第一件事
[02:05:04] 所以这个一般来说第一件事情比较容易能出去
[02:05:06] 那能过去
[02:05:07] 第二个阶段呢是说100人或者200人
[02:05:09] 这个阶阶段呢是企业到了一个新的阶段
[02:05:12] 是开始有一定的分工
[02:05:14] 比如有负责商业化的嗯
[02:05:16] 有负责研发的
[02:05:16] 有负责做产品的
[02:05:17] 有负责日常运转的方方面面
[02:05:19] 开始有分工
[02:05:20] 团队分工之后就会带来一个大家各自负责一摊
[02:05:23] 又带来一个就是互相沟通交流对齐
[02:05:25] 就产生管理成本
[02:05:27] 管理上的消耗嗯
[02:05:28] 如果这个时候如果协调不好
[02:05:31] 可能就分崩离析了对吧
[02:05:33] 就协调不好
[02:05:34] 就可能各管一摊就就就就管不起来
[02:05:36] 就捅不起来
[02:05:37] 大家的目的是不一样的
[02:05:38] 最后可能就分崩离析
[02:05:39] 到了这个几百人
[02:05:41] 500人甚至更多人的时候
[02:05:43] 这个规模上去之后会产生另外一个问题
[02:05:46] 就管理学上的一个问题
[02:05:47] 就是你开出开始出现这个分层
[02:05:50] 出现中间的这些管理者
[02:05:53] 它不再是一个很扁平的状态
[02:05:55] 你的信息的传导会变得越来越长
[02:05:57] 对齐会越来越难
[02:05:58] 你管理的成本会越来越高
[02:06:00] 各种各样的合规安全等等
[02:06:02] 这方面的事情会越来越麻烦
[02:06:04] 原来我们在课间的时候
[02:06:06] 到大约100多人搬到这边来的
[02:06:08] 基本上所有人我都认识
[02:06:10] 都叫得出来名字
[02:06:11] 干什么的我都知道
[02:06:12] 但你搬到这边来之后
[02:06:13] 两层我的办公室在其中一层
[02:06:15] 自然另外那一层我很早就去
[02:06:17] 去的没那么多
[02:06:18] 那有可能一段时间之后
[02:06:20] 公司里面就有一批人
[02:06:21] 我叫不出来名字了
[02:06:22] 就不知道他在干嘛了
[02:06:23] 这种你心里会有落差
[02:06:24] 不是落差就会产生
[02:06:26] 这种就是企业管理上的这样的一些空白的地带
[02:06:29] 就是你不在
[02:06:30] 你的视野之内
[02:06:30] 你靠你个人已经不可能cover掉
[02:06:32] 靠你整个企业的这种管理的体系机制运转
[02:06:36] 感觉不在你的掌控内
[02:06:37] 但其实你是可以掌控的
[02:06:39] 这个就有一个你说是落差也好
[02:06:42] 或者心理上的变化也好
[02:06:43] 也都可以怎么变化的
[02:06:45] 心理上你会要相信
[02:06:47] 或者说更花一些精力去在整个机制体制运转
[02:06:50] 定一些规章制度这些方面去
[02:06:52] 而不是说什么事情都在我的视线范围之内
[02:06:55] 很多事情不在你的视线范围之内就发生
[02:06:58] 但你怎么让这件事都在你的掌控范围之内
[02:07:01] 不能超出一定的范围
[02:07:02] 都是安全可控
[02:07:03] 这个就是企业它发展不同的阶段
[02:07:05] 它需要的不同的事情
[02:07:07] 那现在我们又有一个新的坎嗯
[02:07:09] 要上市
[02:07:09] 那上市企业合规要求是很高的
[02:07:12] 让你很难受的是哪件事
[02:07:14] 难受倒没有
[02:07:14] 就是辛苦一点
[02:07:15] 累一点
[02:07:16] 这个到有很多沟通工作是沟通
[02:07:19] 然后包括协调
[02:07:21] 包括做一些调整
[02:07:23] 郭瑞有犯过什么错没有
[02:07:24] 还好吧
[02:07:25] 我们比较幸运
[02:07:25] 没有犯什么大错误
[02:07:27] 在质朴的决策机制是什么样的呀
[02:07:29] 几个联合创始人之间
[02:07:30] 我们完成这个股改之后
[02:07:32] 是由董事会吗
[02:07:33] 那大事情就是上董事会去决策了
[02:07:35] 然后日常的有这个管业务的
[02:07:38] 有有专门的委员会
[02:07:40] 然后管这个日常运营的
[02:07:42] 也有专业的这个委员会
[02:07:45] 大部分日常的运营
[02:07:46] 就是这些委员会会有几个人一起来决策对吧
[02:07:49] 所以还是相对比较简单
[02:07:50] CEO董事长首席科学家唐杰老师
[02:07:53] 就这几个是怎么分工的呀
[02:07:55] 当然唐老师这个首席科学家
[02:07:57] 他肯定就主要就是在研究科研这一块
[02:08:01] 然后有一些重大决策这些事情
[02:08:04] 他作为这个创作团队
[02:08:06] 可能会要去做重要的这个决策嗯
[02:08:09] 然后董事长这边主要是帮助在对接
[02:08:13] 像这个监管嗯
[02:08:19] 然后包括公司还有融资啊等等
[02:08:21] 这方面的一些事情
[02:08:22] 他会花很多精力在这方面
[02:08:24] 然后我这边现在主要是花比较多的精力
[02:08:27] 就是公司的日常运营
[02:08:28] 尤其是尤其是这个靠前台
[02:08:30] 就是市场化这一块
[02:08:32] 商业化这一块的事情比较多
[02:08:34] 因为你们核心团队都来自于清华嘛
[02:08:36] 会造成其他人加入质朴
[02:08:39] 会有文化难以融合吗
[02:08:41] 如果他不是清华的
[02:08:41] 我们也还是有不少的
[02:08:44] 这个核心的人员都也来自其他的
[02:08:47] 如果学校的话
[02:08:48] 比如说复旦啊
[02:08:49] 上交啊什么这些呃都有
[02:08:51] 北大也都有
[02:08:52] 然后还有来自大厂的
[02:08:54] 像什么字节啊
[02:08:56] 阿里啊
[02:08:57] 腾讯啊这些都有
[02:08:58] 所以相对来说还是比较open的一个文化
[02:09:02] 有人会叫你们叫学院派
[02:09:04] 你觉得这种说法中肯吗
[02:09:06] 挺对的吧
[02:09:06] 因为从学院里出来的嘛
[02:09:08] 就是学院派创业需要嗯
[02:09:09] 就你们有什么能耗吗
[02:09:11] 就是你觉得需要克服的不好的惯性是什么样
[02:09:14] 学院派创业
[02:09:15] 可能大家最多诟病的就是说学术气息比较重
[02:09:20] 大家对于技术研发创新这一块看的会比较重
[02:09:23] 对商业化这块其实相对比较忽视
[02:09:25] 可能是大家诟病的比较多的一个问题
[02:09:28] 我觉得我们还是挺注意这一点
[02:09:31] 但还有一个原因
[02:09:32] 还有一个这个因素
[02:09:33] 我考虑是说当时我说过
[02:09:35] 我们当时在实验室里面其实也就开始挣钱
[02:09:37] 也接触市场的这种机会
[02:09:39] 其实也比较早
[02:09:40] 所以其实在这一块多少还行
[02:09:42] 我们也还都知道这些事情怎么怎么去弄
[02:09:45] 大方向
[02:09:46] 不会就刚才说的不会犯什么大特别大的错误
[02:09:49] 走到今天
[02:09:49] 你对质朴的状态满意吗
[02:09:51] 对质朴的成长满意吗
[02:09:53] 你要说百分之百说质朴很perfect
[02:09:56] 我当然也不相信这个
[02:09:58] 毕竟啊一路走过来确实时间还比较短
[02:10:03] 嗯几年时间太快了太快了
[02:10:05] 也发展得很快
[02:10:06] 所以这个中间这个你要说很完美
[02:10:09] 肯定不是有很多事情
[02:10:11] 我们觉得还是能够做到更好的
[02:10:12] 比如说比如说呃有一些这个产品方向的决策上
[02:10:18] 我觉得我们可以更聚焦一点
[02:10:20] 今年可能好一点
[02:10:21] 去年的话我们做了很多的事情
[02:10:23] 多模态
[02:10:24] 包括跟类似索尔的产品
[02:10:26] 就coo coo video啊什么之类的
[02:10:28] 嗯嗯也做了很多新的一些探索
[02:10:31] 这些探索到了一定程度之后
[02:10:34] 可能由于一些资源啊等方面的一些原因
[02:10:38] 后续的这个研究和推进就会相对的比较缓慢
[02:10:42] 或者是放慢速度
[02:10:43] 我是觉得可能在这一块的话
[02:10:45] 我们可以更合理的来规划一下
[02:10:47] 就是原来是敞开了
[02:10:48] 就全部都平行
[02:10:50] 大家一起来做这个事情都来做
[02:10:52] 反正只要想做
[02:10:52] 我们就一起来做
[02:10:53] 这不是所谓的自下而上文化吗
[02:10:55] 对看哪里能有幸
[02:10:56] 是其实可以更聚焦一点
[02:10:59] 就说我们把带宽缩小一点
[02:11:00] 那有些任务呢适当的就是串行一些啊
[02:11:03] 就做完一件事情
[02:11:04] 再一件事情
[02:11:04] 这样的话第一你资源能有效利用
[02:11:06] 第二呢也从时间和空间就做个平衡嘛
[02:11:10] 嗯要控制一下自己的这个成本支出啊
[02:11:12] 等等各方面的一些风险
[02:11:14] 其实从去年开始就是模型公司都开始分化了嘛
[02:11:16] 硅谷公司它都有不一样的bt open
[02:11:18] 还成为了一家应用公司
