[00:00:01] 想象一个鱼缸嘛
[01:11:43] 哈哈不太一样对
[01:11:45] 就是可能每天不一样
[01:11:46] 但是反正然后但也还好
[01:11:48] 就是花很多时间去看怎么把模型训的更好
[01:11:51] 所以你的时间主要投入在模型训练上
[01:11:53] 呃我觉得是吧对
[01:11:55] 就是demon训练是个很抽象的概念
[01:11:57] 就是说我觉得我觉得里面很重要的一个是
[01:12:02] 就是你的技术
[01:12:03] 一些技术的战略
[01:12:04] 就是我我觉得这个是可能公司战略里面
[01:12:07] 最重要的一部分
[01:12:08] 就是你的技术战略
[01:12:09] 就是你现在下一步到底是哪些
[01:12:12] 要做哪些不要做
[01:12:13] 因为这个技术空间很大
[01:12:14] 但你总是要选一些东西去重点去做
[01:12:17] 去年选择的是什么
[01:12:19] 比如说我觉得我们在很多东西上的
[01:12:21] beat还是有效
[01:12:23] 而且比较早的
[01:12:24] 那比如说像去做long co t的
[01:12:26] 还有我们是反应比较快
[01:12:27] 然后去做民用优化器
[01:12:29] 然后去做更大规模的retraining
[01:12:33] 然后去比如去做这个
[01:12:36] 做一个可能第一个open的HEGETIC的模型
[01:12:40] 我觉得这些可能都是一些技术的bat
[01:12:42] 然后或者技技术的决策
[01:12:44] 我觉得这个东西基本上会至少决定
[01:12:47] 五六成的公司的走向
[01:12:48] 但你要做很好的决策
[01:12:50] 需还是需要很多证据支撑嘛
[01:12:52] 就是我们还得做很多实验
[01:12:54] 所以你得了解很多具体的实验的结果
[01:12:57] 就是到底这个东西怎么样
[01:12:58] 那个怎么样
[01:12:59] 跟接下来可能会怎么样发展这个东西
[01:13:01] 他你不能拍脑袋
[01:13:02] 就是还是得得知道更多的信息
[01:13:05] 就我觉得这也是花很多时间
[01:13:07] 然后第二个就是说可能具体的技术上嗯
[01:13:10] 那这些角色你里面最纠结的是哪个
[01:13:12] 花的时间最长
[01:13:13] 思考我觉得最重要就是说你接下来要做什么
[01:13:17] 不做什么
[01:13:18] 嗯对就是刚才说的那些决策里面
[01:13:20] 其中哪一个是花时间最长时间思考的也还好
[01:13:23] 就因为我觉得这个东西
[01:13:25] 它关键是一个收集数据的过程
[01:13:28] 就是你做实验
[01:13:29] 然后看这个实验是不是扎实
[01:13:31] 然后通过这个东西结合结合
[01:13:33] 就是你对这个一定的技术理解
[01:13:35] 然后去判断
[01:13:36] 就是很多时候其实你只要数据足够充分
[01:13:39] 他的这个判断也是比较显然的
[01:13:42] 接下来接下来我们也在也在想
[01:13:45] 也在也在做一些实验
[01:13:47] 还是有很多东西可以做的对
[01:13:48] 就是我觉得至少说现在K2的
[01:13:51] 它的性能潜力其实还没有被完全压榨出来
[01:13:54] 因为我们之前算的
[01:13:55] 我觉得更接近是一个
[01:13:57] 更接近是一个base model这样的东西吧
[01:14:00] 我觉得这样
[01:14:01] 接下来我们可以加更多的post training的FLOS
[01:14:04] 就是我觉得他的上限应该会比现在还会高很多
[01:14:07] 然后肯定就是我们还会去做下一代的模型
[01:14:10] 下一代模型就是
[01:14:12] 我觉得应该可以有再更多的提升吧
[01:14:14] 就是base model对
[01:14:16] 然后嗯但这些具体怎么做
[01:14:18] 我们我们我们现在就是也也会
[01:14:20] 就是通过一些实验来决策
[01:14:22] 也会加多模态吧
[01:14:24] 啊对东国泰肯定是我比较确定
[01:14:26] 你刚一直说
[01:14:27] 东国泰其实只要不干扰智能就已经很好了
[01:14:30] 是吗哈
[01:14:30] 对对
[01:14:31] 他本身多么带
[01:14:32] 但你多么太能力也要做好
[01:14:33] 多么带的能力本身要做好也不容易嘛
[01:14:36] 嗯对就是里面有很多的工作
[01:14:39] 然后你怎么让他能够去借鉴这个文本的脑子
[01:14:43] 而不是自己单开一个脑子
[01:14:45] 就是比如说你MOE里面你experts
[01:14:47] 假设你有20个expert
[01:14:49] 他专门在做多模态
[01:14:50] 你可能不希望这种情况出现
[01:14:52] 这样的话
[01:14:53] 你可能你你可能学出来动物太是个傻子
[01:14:56] 傻的多模态
[01:14:57] 对我们希望他是个聪明的多模态
[01:15:00] 下面有什么重要的里程碑啊
[01:15:01] 就在基础上里程碑泛华性眉笔是一个对对我
[01:15:07] 我觉得是
[01:15:07] 就是可能我觉得A症犯坏
[01:15:09] 事情是是可能是最重要的吧
[01:15:10] 最重要就是
[01:15:11] 我觉得今天是一个没有完全被解决的问题
[01:15:14] 你们解决了一部分了
[01:15:15] 没解决了一些对对
[01:15:17] 但农号我们写在paper里了
[01:15:20] 是对对对
[01:15:21] 就是你你可以
[01:15:22] 你可以去尽可能构造更多的多样的数据
[01:15:25] 那我觉得那也不只是这个吧
[01:15:27] 就我觉得还是尽量可能避免说
[01:15:29] 你通过强化学习的方式
[01:15:31] 但是你就只拟合到了几个任务上
[01:15:33] 因为就是还是像我说的
[01:15:35] 就是啊因为benchmark现在比较局限
[01:15:38] 所以你优化benchmark
[01:15:39] 它就会导致说你的你的IO任务
[01:15:43] 就会就会可能坍缩到几个单点上
[01:15:45] 但这个其实就是我们不希望
[01:15:47] 就连F在你没有观测的东西上
[01:15:49] 它可能就掉的非常多
[01:15:51] 这个我们现在也在
[01:15:52] 可能希望想更多的办法去解决我
[01:15:56] 我我觉得这个会很重要吧
[01:15:58] 然后像刚刚说的这个long context的支持
[01:16:01] 我觉得肯定我们也会继续看怎么做
[01:16:04] 就是在在他智商很高的情况下
[01:16:06] 还能有更长的context
[01:16:07] 我觉得这个会是一个也很重要的问题
[01:16:10] 就现在很很多long contest的架构
[01:16:12] 它还是会影响你的智商
[01:16:14] 但我们不希望它影响智商
[01:16:16] 就是就是希望你什么context架构会影响智商
[01:16:19] 就比如说如果做LINEAATTENTION
[01:16:20] 你纯粹的linear attention
[01:16:21] 你可能他就是会影响智商
[01:16:24] 因为这个价格会有些BISS
[01:16:25] 这个BS可能在一些场景下效果没有那么好
[01:16:29] 但这个是一定程度上也可以被解决的问题
[01:16:32] 就模型公司和做A证产品的公司
[01:16:35] 长期来看
[01:16:35] 他们的关系和边界是在哪里
[01:16:37] 这个问题我我也没有明确的答案
[01:16:39] 就只能说呃
[01:16:40] 今天看起来就是一方的产品有个好处
[01:16:43] 就是它可以做垂直的整合
[01:16:45] 因为我可以把模型放在这里面训练
[01:16:47] 所以我的模型跟工具它是融为一体
[01:16:49] 它不是说分开来做
[01:16:51] 然后再去逆向工程
[01:16:52] 但是因为有非常多的A证的空间
[01:16:55] 就是我感觉一方产品不一定做得过来对吧
[01:16:59] 就是所以有可能是如果能找到一些空间
[01:17:02] 比如说你这个工具的实现
[01:17:04] 它是需要非常多的领域的
[01:17:07] NO how呃
[01:17:08] 或者说你的evaluation
[01:17:09] 是是可能一方产品根本不会考虑的东西
[01:17:13] 考虑不过来的东西
[01:17:14] 那我觉得是有机会的
[01:17:16] 我觉得有像k two这样的开源的模型
[01:17:18] 然后你就说大家可以在上面去微调嘛
[01:17:21] 让你更容易产生出来
[01:17:23] 就是也也有一些可能这种specialized agent
[01:17:26] 垂直agent的可能性
[01:17:28] 我我觉得这个可能性还是还还还是一
[01:17:32] 一定程度上可能会存在的
[01:17:33] 那要看你通用模型能通用到多少程度了对
[01:17:36] 但但你不管多通用
[01:17:37] 就是说你总还是有一些工具你要做
[01:17:40] 所以你有可能你也不一定是要去做那个模型
[01:17:42] 而是说你把这个工具做的非常好
[01:17:44] 然后但这个工具你如果是做的太通用
[01:17:46] 你可能就会就是跟一方的这个产品会overlap
[01:17:51] 交集会比较大
[01:17:52] 对那这个就是可能你还是做垂直整合优势更大
[01:17:56] 但是如果你这个工具是一个
[01:17:58] 我就是专门针对一个东西去做
[01:18:00] 然后甚至我这个工具是别人做不了的
[01:18:03] 比如说我
[01:18:03] 我今天如果掌握了一些线下服务的入口
[01:18:07] 那我这个工具就是我这个下订单或者成交
[01:18:11] 这个工具是别人根本做不出来的
[01:18:13] 那那那你也有可能是能产生一些独特的价值
[01:18:18] 当然我觉得也存在另外一种可能性
[01:18:20] 就是说当你这个一方产品
[01:18:21] 或者说你这个通用的agent
[01:18:23] 他的流量或者商业模式足够成熟之后
[01:18:27] 那你很多这种专有的本来垄断的工具
[01:18:30] 他也会愿意去接入进来
[01:18:32] 因为它的整体的商业化效率会更高
[01:18:34] 对
[01:18:35] 但商业化效率的提升
[01:18:36] 我觉得是需要一些时间的对
[01:18:39] 所以那在这个时间窗口内
[01:18:41] 你可能其实专有的A证也会有空间
[01:18:44] 对对就是
[01:18:46] 但我觉得最终就是通用的通用
[01:18:48] 就是它为什么通用能工作
[01:18:50] 是因为它整体的商业化效率会更高
[01:18:53] 所以今天甚至包括我觉得很多内容平台
[01:18:55] 你最终有可能你把内容接到这个通用A证里面
[01:18:58] 你的你的你的商业化效率是会比今天更高
[01:19:02] 这个是有可能
[01:19:03] 但他可能要花很长时间
[01:19:05] 像班纳这种公司或是你的客户
[01:19:07] 还是你的竞争对手
[01:19:08] 在生态上来说
[01:19:09] 就是我觉得还很早期
[01:19:11] 就是你很难判断他到底会怎么样
[01:19:13] 而且就是可能这个产品本身也会眼镜对
[01:19:17] 所以我觉得短期内它可能更多的会是这种
[01:19:20] 合作的关系
[01:19:22] 是是可能是大于竞争的
[01:19:24] 但是未来它确实会演进
[01:19:26] 所以像比如说就有点像cloud和cursor的关系
[01:19:31] 那curse他可能也要动态的变化
[01:19:33] 他可能也得在产品策略上有些动态的调整
[01:19:37] 所以他可能就需要去
[01:19:39] 一方面是说能不能有一些模型的能力
[01:19:42] 我的技术研发的抖曲线还是很陡峭的
[01:19:45] 另一方面就是说他能不能有一些就是
[01:19:48] 比如别人做不到的工具或者环境
[01:19:51] 就是但这个我觉得都是一些
[01:19:53] 现在没有办法直接回答的问题了
[01:19:55] 但只能说现在看起来
[01:19:57] 就我觉得一方的这个整合优势
[01:19:59] 是应该是存在的嗯
[01:20:01] 哎你形容K2是哪个峰
[01:20:03] 哪个哪个山峰
[01:20:04] 对
[01:20:05] K2本来就是一个
[01:20:06] 可能是世界上最难攀登的山峰啊
[01:20:08] 就刚好这个名字有点重合啊
[01:20:10] 这是你故意选的这个名字吗
[01:20:12] 呃但当他刚好也是刚好也是K2
[01:20:15] 就是对
[01:20:16] 就是我们
[01:20:17] 但我们也希望说那个首先他不是终点对吧
[01:20:21] 就是因为他不是最高的山峰
[01:20:23] 那他可能是最难的
[01:20:25] 因为我觉得就说你你可能啊
[01:20:28] 因为现在有很多范式的转变
[01:20:30] 对你可能从从对话到这个agent
[01:20:33] 然后可能也你的base model的scale也进一步变大
[01:20:37] 就是它本身它肯定存在难度
[01:20:38] 那就是所以就刚好反正跟这个好像有点关联
[01:20:43] 这结果超出你预期呃
[01:20:45] 差不多吧
[01:20:45] 反正就因为基本上你这个模型训练怎么样
[01:20:48] 其实在过程中就已经知道了
[01:20:50] 就是就是他并不会说
[01:20:51] 好像有一些惊喜或者惊讶过你的aha moment吗
[01:20:55] 也还好
[01:20:56] 因为很多东西它是可以被预测的
[01:20:58] 就是因为我觉得更重要的是这个预测的能力
[01:21:01] 因为这是这个你训一次模型
[01:21:03] 一是需要周期
[01:21:04] 二是需要有成本的
[01:21:05] 所以我们希望在早期尽可能多的
[01:21:07] 就是把所有能预测都预测到唯一的呃
[01:21:10] 那个没预测到
[01:21:11] 就刚说的那个max logic的问题
[01:21:13] 但那个确实没办法
[01:21:14] 就是因为你你你小规模他就预测不了嘛
[01:21:16] 对其他的我觉得都是都是
[01:21:18] 我们希望尽可能把它预测好
[01:21:20] 所以你你所有东西都是在
[01:21:22] 都是验证清楚的情况下
[01:21:24] 然后在scale
[01:21:25] 那你其实scale的成功率是比较高的
[01:21:27] 诶你怎么看
[01:21:28] 张翔宇说那个next token prediction的本质缺陷
[01:21:31] 你知道这个吗
[01:21:33] 我我他的意思是说
[01:21:35] 随着模型规模扩大
[01:21:36] 对话能力知识量和情商都在变强
[01:21:38] 但是推理能力
[01:21:38] 尤其数据的表现是先上升后平缓
[01:21:41] 然后再扩大反而下降
[01:21:42] 所以他觉得就是用更大的模型
[01:21:44] 比如说做数学问题倾向于跳步
[01:21:46] 不老实
[01:21:47] 他觉得这个是next token prediction的本质缺陷对
[01:21:50] 但是你可以对
[01:21:52] 所以要搭配可能强化学习的skating
[01:21:54] 我觉得就是确实如果你今天不做强化学习
[01:21:57] 他这个模型它很难说很聪明
[01:22:00] 就是或者像数学题这种
[01:22:02] 他不一定做的非常好
[01:22:04] 就是但但确实我觉得更大了
[01:22:06] base他的他强化学习上
[01:22:09] 强化学习的上限还是会更高
[01:22:12] 对对就是因为因为他的知识更多
[01:22:16] 就是本质上是说去激活一个推理的范式
[01:22:20] 让他能把你的知识解锁出来
[01:22:22] 然后把那个对就是他上限会更高
[01:22:27] 但是你要搭配一个RL去激活嗯
[01:22:29] 嗯世界模型怎么看嗯
[01:22:32] 一种说法说做世界模型是造世界
[01:22:35] 做A生是造造人嗯
[01:22:37] 嗯所以最后像我刚刚说的
[01:22:40] 用AI训练AI有有点这个意思
[01:22:42] 就是你有一个很好的世界模型
[01:22:44] 你就模拟这些东西
[01:22:46] 它他就是用AI训练AI的方式
[01:22:48] 他的泛化就好很多
[01:22:49] 就是我觉得这个有可能是去通往更好的泛化的
[01:22:52] 一种一一种可能性
[01:22:54] 你的一个投资人说
[01:22:55] 第一次见你的时候
[01:22:56] 你就开始讲GPT10可能长什么样
[01:22:57] 你现在觉得GPT10长什么样呃
[01:23:00] 还会有这边的十吗
[01:23:01] 我当时说了什么
[01:23:03] 这就是他他他对你印象很深的原因
[01:23:05] 就是因为你第一次见他
[01:23:06] 你就开始说你你说的不是GBT4
[01:23:08] GP5长什么样子
[01:23:09] 你说的是GPT10长什么样
[01:23:10] 我不知道你说的什么
[01:23:12] OKOK我对你印象深
[01:23:14] OKOK对我我我觉得
[01:23:16] 但其实我觉得我们今天其实已经已经
[01:23:19] 好像实现了之前预想的很多东西
[01:23:22] 比如说呃
[01:23:24] 比如说你你你真的能完成几个小时的这种任务
[01:23:27] 觉得这个这个发展还是很快的对
[01:23:30] 然后但我觉得整体就是你就是逐渐建更多的
[01:23:37] 越就是逐渐建更多的EVALATION
[01:23:40] 然后然后去突破这个泛化的过程吧
[01:23:43] 其实我我倒是觉得
[01:23:44] 这个好像相对来说还是比较明确的建议
[01:23:49] variation上面你们有获得什么认知没有
[01:23:52] 我们也在探索嘛
[01:23:54] 就是你刚刚说的世界模型
[01:23:55] 你可以认为他是这里面的一部分
[01:23:57] 对就是但是怎么实现
[01:23:59] 我觉得现在还呃还需要更多的实验嘛
[01:24:04] 对嗯对过去年对组织有新的想法
[01:24:09] 没新的思考
[01:24:09] 没好问题
[01:24:11] 我觉得现在就是我最近一直在想一个事情
[01:24:14] 就是说有嗯有几个东西
[01:24:17] 它它好像有点联系在一起
[01:24:19] 就是如果你看我们去做科研
[01:24:22] 或者说创造新知识的过程
[01:24:23] 它很像一个强化学习的过程
[01:24:25] 也就是说有有一种理论是说叫叫经验主义
[01:24:29] 说能得到新的知识
[01:24:31] 是从经验来的嘛
[01:24:32] 然后后来大家有很多观点就是认为不是这样嗯
[01:24:36] 就是其实人类在这个地球上已经存在
[01:24:38] 非常非常多年
[01:24:39] 但是可能你是三百三四百年之前
[01:24:43] 没有任何人说
[01:24:44] 其实地球是个球
[01:24:46] 就是一直在这个经验里
[01:24:48] 但是你你并不知道事实是什么样
[01:24:51] 所以经验并不能直接给你这个知识啊
[01:24:54] 而是你提出了这个猜想
[01:24:55] 就是说你你观察到一些东西
[01:24:57] 然后但你提出猜想说我认为这个球可能是圆的
[01:25:00] 然后我想各种办法去验证它啊
[01:25:03] 包括现在训练这个神经网络
[01:25:05] 你可能观察到你几10万个内科指标
[01:25:07] 你观察到有些内科指标可能不太对啊
[01:25:10] 那你就你那你直接观测你并不能给你新的支持
[01:25:13] 你你只是说我我提出来一个猜想
[01:25:17] 他为什么会这样对吧
[01:25:18] 然后我再设计一些实验去验证它
[01:25:20] 所以这个是现在可能我们觉得比较好的方
[01:25:24] 当然就是可能所有好的科研的方式都是这样
[01:25:26] 但这几个东西好像商法是相通的
[01:25:28] 就是说因为你发现就是你好像管理一个团队
[01:25:31] 他也是这样的方法
[01:25:32] 就是你是要用I的方式去管理对
[01:25:37] 当然这个是这个是TIM天天跟我讲的
[01:25:40] 就是说在你觉得要用这个IO的方式去管理
[01:25:42] 而不是用SFT对
[01:25:44] 当然现在你发现好的技术
[01:25:46] 你就说你你做IO的时候
[01:25:48] 你其实也希望加一部分ST
[01:25:50] 因为SFT是很好的鲜艳
[01:25:52] 就是所谓的p t x loss
[01:25:54] 然后你不希望这个模型可能飞飞太远对
[01:25:58] 但是你要管住自己的手
[01:26:00] 就是说你你不能SFT太多
[01:26:02] SFT太多
[01:26:03] 这个你的你这些同学
[01:26:06] 他就会失去这个主观能动性
[01:26:08] 然后就没有办法创新了
[01:26:10] 这个点我现在反正我也在做一些实践嘛
[01:26:13] 就是好像看起来有一些效果
[01:26:15] 然后但是核心是掌握SFT和L2的平衡
[01:26:17] SFT就是你是直接给他
[01:26:19] 就是说这个东西应该这样这样这样这样做对吧
[01:26:22] 还有就是说你给他一个从上而下
[01:26:24] 达尔就是给他一个奖励
[01:26:27] 就是说如果做成这样
[01:26:28] 那他可能是好的
[01:26:29] 那可能更多时候它是反映在目标上
[01:26:31] 然后呃
[01:26:33] 就我觉得这两个东西它可能需要一些平衡
[01:26:37] 然后可能比如说以IL为主啊
[01:26:40] 对就是然后通过一部分蓝色T去防止它哈
[01:26:44] 就是飞飞飞太远的
[01:26:46] 你还是要有一些鲜艳去控制
[01:26:47] 或者防止它遗忘掉一些东西
[01:26:49] 我觉得这些好像某种程度都是连接在一起
[01:26:53] 就是I2好像是一个很本质的东西
[01:26:55] 就是好像你的组织在做创新
[01:26:57] 那本质上也是一个IO
[01:26:58] 但这其实就是说你在IO过程中
[01:27:00] 你定这个奖励或者定这个指标
[01:27:03] 它并不是非常简单的一个事情
[01:27:05] 就比如说如果你只是最后说我
[01:27:07] 我就是要把所有的benchmark呃做的很高啊
[01:27:12] 那你可能就会出现很多OVERFITTING的问题对吧
[01:27:15] 就就是因为你你所有人都会不择手段的
[01:27:18] 把那个分子给弄上去
[01:27:19] 但是弄完之后
[01:27:20] 你分诶这个模型好像还并没有变好
[01:27:22] 也就是有可能会出现这样的问题
[01:27:24] 所以这个奖励的定义就很重要啊
[01:27:27] 或者说这个奖励的定义也需要你很了解
[01:27:31] 这个具体的细节是怎么运作的
[01:27:34] 不然的话就它就会出现real hacking
[01:27:37] 怎么定义reword
[01:27:38] 这个是一个很重要的课题
[01:27:40] 你有什么想法没
[01:27:41] 所以还是你建立更多观测指标
[01:27:43] 然后尽可能不要去过拟合嗯
[01:27:45] 对所以就是就是我我觉得是一定程度有效
[01:27:50] 就这样你才有更好的泛化
[01:27:51] 然后不会被不会被hack对
[01:27:54] 就是用IO管理团队的方式
[01:27:56] 最大问题就是你容易被hack
[01:27:58] 就这是这是你HEST那个reward
[01:28:00] 然后哎大家看起来都那是各种那个
[01:28:03] 好像结果都很好
[01:28:04] 但是实际上并没有达到你最终想要的
[01:28:07] 就这个是他的风险
[01:28:08] 然后你用SFT管理团队的风险
[01:28:10] 就是就是就是大家失去创造力
[01:28:13] 对啊
[01:28:14] 所以最后你是这几个东西
[01:28:16] 它一定程度的这个balance
[01:28:17] 但这个我也在学习
[01:28:18] 我觉得今天肯定不是说做到很很完美的情况
[01:28:21] 但是可能可能也也也逐渐去学习
[01:28:25] 和和和理解这个事情
[01:28:27] 你过几年有很低落的时刻吗
[01:28:29] 我觉得还好
[01:28:30] 就是更更多就有些东西会work
[01:28:34] 有些东西不work
[01:28:35] 会有解决一些问题
[01:28:36] 会有新的问题产生
[01:28:37] 这样像刚刚说的
[01:28:38] 所以我我觉得就是不断在这个过程中
[01:28:40] 我觉得只要你觉得这个东西是有意思的
[01:28:42] 它你就是你就一直想去继续做下去
[01:28:45] 你对CEO这个身份有没有新的理解
[01:28:47] 我现在最新的理解就是他怎么去把握这个
[01:28:50] IO和ST还有VIROHIKING之间的平衡
[01:28:53] 就是就是对我
[01:28:56] 我觉得这个可能很重要
[01:28:57] 就是其实过去年KIMI也是波峰波谷来回震荡
[01:29:01] 你在这个其中你的心态是什么样的
[01:29:04] 你需要平衡自己心态吗
[01:29:06] 心态就是反正做时间的朋友吧
[01:29:08] 真实人的心态不会这么简单的
[01:29:10] 我我觉得就是你会有高点和低点
[01:29:13] 像你刚刚说的对吧
[01:29:14] 然后我觉得嗯可能很重要的是
[01:29:18] 还是说你就喜欢做这个事情
[01:29:20] 然后想把它做好
[01:29:22] 所以你也不用想别的东西
[01:29:23] 你就想怎么把它做好
[01:29:25] 所以好像也比较简单
[01:29:27] 我觉得没有什么特别复杂的
[01:29:29] 就是很多很多复杂事情都是人为强行加上去的
[01:29:32] 实际上并没有那么复杂
[01:29:34] 那你对人性有多的理解
[01:29:36] 我觉得这个东西也还是需要时间的打磨吧
[01:29:39] 我我觉得就是我觉得不敢说没有那么深入
[01:29:43] 就就你只能说是在自己的这个故事里面
[01:29:46] 你不断的感受说自己到底是什么样的一个人
[01:29:49] 然后你希望我你为什么要做这个事情对吧
[01:29:52] 然后我我觉得可能是不断去思考这些问题
[01:29:56] 你是一个什么样的人
[01:29:57] 你为什么要做这样的事情
[01:29:58] 就是觉得有意思嗯
[01:30:00] 这就是所以对对
[01:30:02] 就是就是我我但就是是什么有意思呢
[01:30:06] 是做实验有意思
[01:30:07] 做科研有意思呃
[01:30:09] 就是去寻找这个真相过程吗
[01:30:12] 去不断发现新的问题
[01:30:14] 解决他的这个过程
[01:30:16] 那你也可以解决别的问题啊
[01:30:17] 为什么解决这个问题呢
[01:30:18] 对对对
[01:30:19] 就是因为这个问题大家很重要
[01:30:21] 就就或者说哪个问题很重要啊
[01:30:24] 就是我觉得AI很重要
[01:30:26] 就是因为这个问题我也问过KIMI嘛
[01:30:29] 他跟我说这个东西是他
[01:30:32] 他说这个东西是人类文明的放大器
[01:30:34] 我觉得很有道理
[01:30:35] 就是又回到那个the beginning of infinity
[01:30:37] 就是你从启蒙运动到现在对吧
[01:30:40] 人人类一直在找到新的方法
[01:30:42] 去突破这个知识的边界
[01:30:44] 但是可能下一个突破边界的确实就是你得靠AI
[01:30:49] 因为它是一个巨大的杠杆
[01:30:50] 然后比比如你今天在任何一个前沿学科
[01:30:53] 你要花几十年的时间是吧
[01:30:55] 二三十年的时间你才能学到最前沿的知识
[01:30:57] 但是AI可能一夜之间他就能学会
[01:30:59] 然后那你就往下去做新的突破
[01:31:03] 就就A他会成为一个meta的science
[01:31:05] 就是我觉得这个是这也是很重要的
[01:31:08] 人类文明的放大器
[01:31:10] 我觉得他有可能摧毁人类文明吗
[01:31:14] 我我觉得这点上
[01:31:15] 我觉得还是就我觉得首先这个风险肯定是肯定
[01:31:20] 你不能说它不存在
[01:31:21] 但是我们可以有很多事情去做
[01:31:24] 就是你不管是说更安全的对齐
[01:31:27] 还是说就是更好的社会的机制
[01:31:30] 对就是我我觉得这些东西都是比
[01:31:33] 比如说就是当他可以做一些事情的时候
[01:31:36] 那他其实很有可能会
[01:31:37] 比如说创造出来一些新的工作
[01:31:40] 那我我们需要有一些方法去完成这个过渡
[01:31:42] 那那最终就是可能这个技术的进步
[01:31:46] 对对我
[01:31:48] 其实exactly问过KIMI这个问题
[01:31:50] 就是说他说虽然有这样的一个风险
[01:31:52] 但是但是我们可能不能放弃这个事情
[01:31:54] 因为你如果放弃这个事情呢
[01:31:56] 你就等于放弃了人类文明的上限
[01:31:58] 就是你不知道他上限能做到什么样
[01:32:01] 对就是有一点因噎废食的这种感觉
[01:32:03] 但是我我承认就是说我们得做很多的事情去
[01:32:08] 特别是你今天其实看到很多AI能力
[01:32:11] 我觉得是有点震惊的
[01:32:12] 就是因为你根本半年前你都想不到
[01:32:14] 现在能做到这样的程度
[01:32:16] 需要做很多的事
[01:32:18] 很多的事情
[01:32:18] 而且同时我认为就是可能人的独特价值
[01:32:21] 在这个过程中他还是会持续存在
[01:32:23] 就人的体验
[01:32:25] 人的情感这些东西他是没有办法被AI去替代
[01:32:29] 所以就是可能我会有不同的活法对
[01:32:32] 那但是不同的
[01:32:33] 就是就希望是应该是能活的更好嗯
[01:32:36] 对什么样不同的活法
[01:32:38] 我我之前觉得
[01:32:39] 人人人的一生可能有几个不同的意义对吧
[01:32:42] 就是可能创造体验和爱
[01:32:44] 然后当然这个每个人不一样
[01:32:46] 这个是我对我来说
[01:32:47] 但我觉得创造可能创造里面的很大一部分
[01:32:50] 也许有可能AI是可以做
[01:32:51] 我还是很享受这个过程
[01:32:53] 但是你不得不承认
[01:32:54] 就说有一天
[01:32:54] 你可能会有很多的创造性的工作者是AI去做
[01:32:58] 但是我觉得后两条就是说呃
[01:33:00] 可可能他还是会是以人为中心
[01:33:03] 但如果他创造拿走了的话
[01:33:05] 他其实把生产力拿走了
[01:33:06] 这个无所谓
[01:33:06] 因为人可以享受这个生产的结果
[01:33:09] 就是如果我们有一个好的机制的话
[01:33:11] 就是还需要改变社会的机制
[01:33:13] 对对
[01:33:14] 但他也是一个缓慢的过程
[01:33:15] 它它不会是说你一两年做完
[01:33:17] 他可能是要一二十年逐渐的去调整
[01:33:20] 你会频繁的跟KIMI聊天吗
[01:33:22] 当然就我要测试模型吗
[01:33:24] 哦你会跟他聊一些很深刻的话题吗
[01:33:27] 嗯有时候会或者很自我的话题
[01:33:29] 有时候会比如说会聊什么
[01:33:31] 除了刚才说的那些也还好
[01:33:32] 就是还有一些是这个工作时间的问题
[01:33:36] 你觉得今天KIMI的成功概率增大了
[01:33:38] 还是失败概率增大了
[01:33:39] 相比于什么时候
[01:33:40] 相比于一年前
[01:33:42] 我觉得是增大了吧
[01:33:43] 因为我们成功概率还是失败概率啊
[01:33:45] 成功概率对对
[01:33:47] 因为我觉得就是就你只要每往上爬
[01:33:51] 你你的成功概率就会变大
[01:33:53] 因为会有一些人就不会继续爬了
[01:33:56] 嗯但是恐惧掉下去
[01:33:59] 我觉得肯定就肯定会有恐惧对
[01:34:01] 但是恐惧很多时候他是会就是更多的
[01:34:03] 可能是还是还是关注
[01:34:05] 就是你当前这一步
[01:34:05] 然后能做什么
[01:34:07] 有时候可能想这个问题是更重要的
[01:34:08] 你觉得过去你有没有走弯路
[01:34:10] 肯定有
[01:34:11] 就像我刚刚说的
[01:34:11] 就是你你在这个过程中会有很多很多决策
[01:34:13] 有些是技术决策
[01:34:14] 有一些是比如说业务的决策
[01:34:16] 我我觉得很重要的是说
[01:34:19] 额
[01:34:20] 就是一个一个公司
[01:34:22] 在这个过程中可能去逐渐调整的能力
[01:34:27] 就像比如说知识创造也是这样的一个过程
[01:34:29] 就是你你不可能创造出来的知识
[01:34:31] 所有东西都是对
[01:34:32] 就是你会发现有的东西它也是错的对吧
[01:34:34] 但是它在一定时间内可能是对的
[01:34:37] 然后但它一定时间内可能是错的
[01:34:39] 但是他当他是做了之后
[01:34:41] 你你你要要去做调整
[01:34:43] 比如说像牛顿做的很多东西
[01:34:44] 在他当时是最好的理论
[01:34:46] 但是他不是完美的理
[01:34:48] 他他也有错误对吧
[01:34:49] 他在一些场景下是完全就是完全错误的理论
[01:34:52] 你这个万有引力需要有一些别的解释
[01:34:54] 你需要有一些这种相对论的解释
[01:34:57] 有通过这个时空的扭曲去解释
[01:34:59] 我觉得是一样
[01:35:00] 就就就是我觉得组织的进化
[01:35:03] 或者公一个公司的发展
[01:35:04] 它是它是一个动态的过程
[01:35:06] 然后任何的中间点在某些时间是对的
[01:35:09] 有些时间可能是错的啊
[01:35:11] 这个也是KIMI告诉我的
[01:35:12] 就是说他任何中间状态都会成为被批评的
[01:35:15] 这个对象或者之类
[01:35:16] 反正类似这个意思吧
[01:35:17] 就是说我觉得你你总是会有这个时代的局限性
