[00:00:00] 理想是谁啊
[01:58:26] 包括我们的这个
[01:58:29] 无论是我们的这个智能驾驶团队
[01:58:31] 还有我们的模型团队
[01:58:32] 我校招占比极高
[01:58:34] 就最基本基本上都是百分之
[01:58:36] 现在应该有六七十%都是校招了
[01:58:38] 就整个团队的占比里面六七十%都是校招
[01:58:41] 对我觉得这个其实就他有他的很多最佳实践
[01:58:45] 其实是非常好的
[01:58:46] 我当时跟他聊完以后
[01:58:47] 我印象特别深的两点
[01:58:50] 然后一点是然后怎么去搞研究对
[01:58:54] 然后其实他认为应该让年轻人搞研究
[01:58:57] 因为很多经验
[01:58:59] 然后对于搞研究而言
[01:59:00] 反而是一个障碍啊
[01:59:02] 啊所以呢我们也是大胆的用校招
[01:59:04] 我们我们很少招什么行业大拿
[01:59:06] 这是你肯定看得到的对吧
[01:59:08] 你说的是梁文峰
[01:59:09] 跟他聊完是吗
[01:59:09] 对跟他聊完以后
[01:59:10] 觉得他就是他怎么来看待这些校招啊
[01:59:13] 这些刚毕业的年轻人其实更好用对
[01:59:16] 但所以我们我们是这么做的
[01:59:18] 但是别人会质疑你们没有这大拿
[01:59:20] 没有这个大
[01:59:20] 没有那个大拿
[01:59:21] 但我们后来就坚持这么做了
[01:59:22] 所以我们自动驾驶也没进什么大拿
[01:59:24] 我们的模型没进入什么大拿对吧
[01:59:27] 但我们自动驾驶
[01:59:28] 其实我觉得可能中国没有任何一个公司
[01:59:30] 比我们的比我们这个自动驾驶团队
[01:59:33] 然后被被这个被猎头
[01:59:35] 然后盯的最紧
[01:59:36] 更盯的更紧是吧
[01:59:38] 然后另外一个方面
[01:59:39] 其实对我们当时也是个很重要的启发
[01:59:42] 就是在讲就是我我和当时我和夕颜一起见了他
[01:59:46] 我说如果做强化的话
[01:59:48] 怎么做有效的反馈
[01:59:50] 他当时提了一个非常有意思
[01:59:51] 他说中国的教辅
[01:59:52] 教辅就中国的教辅材料是一个具备反馈的
[01:59:56] 一个非常好的做强化培强化的一个体系啊
[02:00:01] 嗯诶后来想想发现这事儿是对的对吧
[02:00:04] 因为教辅的解题过程
[02:00:06] 中国的教辅是有完整的讲解解题过程的
[02:00:08] 其实连公务员的考试都有的对吧
[02:00:12] 那我觉得这也是个非常好的一个思路
[02:00:14] 其实也包含我们自己在做很多训练的时候
[02:00:17] 然后也在也就也就这么想了
[02:00:19] 所以说其实哎交通规则是对吧
[02:00:24] 人类判决的事适度是
[02:00:25] 然后人类的接管制对
[02:00:27] 然后都是让强化其实有了一个非常有效的一个
[02:00:30] 训练体系对吧
[02:00:32] 所以我觉得这个其实对我都是有
[02:00:33] 非常非常好的启发的
[02:00:35] 他还要给你过什么input
[02:00:36] 没有你对他整体的印象类似你
[02:00:38] 你有预约管道
[02:00:39] DECU会很很强吗
[02:00:41] 因为你见的很早嘛
[02:00:44] 我们我觉得他们很强
[02:00:46] 但没想到他那么强
[02:00:50] 对
[02:00:50] 因为当时跟他聊的时候
[02:00:51] 他认为其实和open i的差距
[02:00:53] 还有有记得有一年的时间嗯
[02:00:56] 因为他们那时候还没做r one对
[02:00:57] 但是从OE还没出到R到r one的出退出
[02:01:01] 其实这个距离大概9月到1月
[02:01:06] 大概也就是说三四个月的时间对吧
[02:01:09] 就一个一个季度
[02:01:10] 就大概就一个季度的时间是对
[02:01:13] 我觉得这个还是非常之厉害的
[02:01:15] 你觉得欧朋爱的领先优势还能持续多久啊
[02:01:20] 不好说
[02:01:23] 诶我觉得欧派是个综合能力很强的公司
[02:01:26] 这是我最开始讲的吧
[02:01:28] 就是他的研究也很强
[02:01:29] 他的研发也很强
[02:01:30] 对他的产品也很强
[02:01:33] 对然后他的沟通能力也很强是吧
[02:01:36] 你看这一波
[02:01:37] 然后生图的方式
[02:01:38] 他又借助一个非常带有情感的一个动画
[02:01:42] 漫画的方式
[02:01:43] 又实现了一个爆一个这个一个爆火
[02:01:46] 因为发现我基本上都有1/10的朋友
[02:01:48] 微信的头像都用了他的新的那个吉普利风格
[02:01:52] 就都变成那个风格了
[02:01:53] 这也是一种炫耀
[02:01:54] 对是的是的
[02:01:56] 对
[02:01:56] 我觉得他这个综合能力非常强的
[02:01:58] 就是你想一周有超过4亿的访问用户
[02:02:02] 我这还是非常了不起的
[02:02:04] 你觉得李响今天的人才密度够高吗
[02:02:07] 你怎么跟deep seek自己抢人才呢
[02:02:10] 我觉得deep seek跟我们是个不同的方式对
[02:02:13] 但是如果正常的抢这些人才的话
[02:02:17] 我觉得我们的吸引力在变得越来越好
[02:02:20] 然后因为真正真正做AI的人都知道
[02:02:24] 然后场景搞热量数据和持续的资金对
[02:02:30] 然后还有这个公司到底是真相信
[02:02:33] 还是只是嘴上说一说
[02:02:35] 然后这几个关键点背后到底意味着什么诶
[02:02:37] By the way
[02:02:38] 刚才说梁文峰
[02:02:39] 他为什么一开始就觉得应该让年轻人做研究
[02:02:41] 他有说原因吗
[02:02:43] 就是因为成熟的研究者都有自己的框架了
[02:02:48] 我我始终认为他自己就是个最佳实践
[02:02:50] 可能从他在上浙江大学的时候
[02:02:53] 包括他上的那个学院
[02:02:55] 他是一个最佳实践啊
[02:02:57] 对我觉得他自己可能是个最佳实践
[02:02:59] 只是他把这个最佳实践在组织里放大
[02:03:01] 他是一个什么样的最佳时间
[02:03:03] 他这个最佳时间跟你是不一样的吧
[02:03:04] 就是做任何事情先搞研究
[02:03:07] 先搞分析
[02:03:08] 然后再做成功率又很高
[02:03:10] 所以他是个他是一个成功率很高的这家世界对
[02:03:16] 无论是大家说的当年炒股票还是做量化
[02:03:19] 还是他算是个成功率很高的一家事件
[02:03:21] 只是他把这个最佳实践在组织里内化了
[02:03:26] 那你是把什么样的最佳实践内化
[02:03:28] 产品成长成长啊
[02:03:30] 现在你觉得还能说你是一个超级产品经理吗
[02:03:33] 你觉得这个标签对你来说还合适吗
[02:03:35] 我觉得我是通过成长对
[02:03:38] 然后去来实现用户的价值
[02:03:40] 是这么一个循环
[02:03:42] 对就是成长
[02:03:43] 成长是我的驱动力
[02:03:45] 改变成长是你的说服自己的手段
[02:03:47] 对成不成长是我的驱动力
[02:03:49] 然后变成用户的价值
[02:03:51] 变成商业
[02:03:51] 商业价值
[02:03:52] 其实是是是一个结果
[02:03:55] 是个因果关系
[02:03:56] 你不是技术型的CEO
[02:03:57] 就是你不像梁文峰那样
[02:03:59] 你担心呃手下的AI的呃高管忽悠你吗
[02:04:04] 我觉得如果是科学
[02:04:05] 他可能忽略忽悠我
[02:04:07] 但如果是工程
[02:04:08] 他忽悠不了我对
[02:04:10] 所以幸好
[02:04:11] 然后AI不是科学
[02:04:12] AI是工程
[02:04:13] 为什么工程忽悠不了你啊
[02:04:15] 我觉得我从小就有很好的工程思维
[02:04:18] 就直觉是吗
[02:04:19] 你的工程思维是一种直觉
[02:04:21] 看我在设计网站的架构的时候
[02:04:23] 当年我们是设计的汽车架构
[02:04:25] 汽车之家的架构是最先进的
[02:04:27] 这个架构成为了所有的垂直网站统一的架构
[02:04:30] 到今天为止都没变过对
[02:04:32] 然后包含我们在设计增程的架构
[02:04:34] 今天大家都没变过的增程的架构啊
[02:04:37] 只能做只能做小的修修补补对
[02:04:39] 然后局部的变化
[02:04:40] 但是那个架构至今为止都没变过
[02:04:42] 包括当时讲大家在讨论控制器的
[02:04:45] 如何去控制增程的这种架构
[02:04:46] 当时当时的方式是另外一种方式
[02:04:49] 我给我们在讨论出来一个架构方式以后
[02:04:52] 其实这个方式也到今天为止大家都没变过
[02:04:54] 对我觉得
[02:04:59] 因为我因为我是比较喜欢物理的
[02:05:01] 我小从小比较喜欢物理对
[02:05:03] 所以我觉得其实只要是工程的价
[02:05:06] 只要是一个工程问题
[02:05:07] 我觉得他骗他骗不了我
[02:05:09] 你工程能力
[02:05:10] 很多时候是你怎么去问结构性的问题啊
[02:05:14] 所以很多时候我觉得我能给团队带来一个帮助
[02:05:17] 我虽然不去做那些事情
[02:05:18] 但我通过问一些更好的问题
[02:05:20] 帮他们澄清一些更好的问题
[02:05:22] 澄清一些更好的架构
[02:05:23] 他们可以变得效率更高
[02:05:25] 嗯对然后他们在内部推动各种事情啊
[02:05:28] 然后进展上也会变得更快
[02:05:30] 我觉得这个其实是我能给团队带来一些帮助吧
[02:05:32] 作为一个CEO大模型啊
[02:05:34] 你最近就是通过自我推理
[02:05:36] 最长的一个问题是什么呀
[02:05:39] 你能展示一下你的思维链
[02:05:40] 其实战略是一个最重要的一个推理的几个结构
[02:05:43] 嗯对吧
[02:05:45] 所以呢我觉得其实我拿一个规模
[02:05:47] 因为规模是跟时间连在一起的对吧
[02:05:50] 这个2027年
[02:05:51] 然后要要要就3年看3年时间
[02:05:54] 我要去去推理对吧
[02:05:56] 去然后去做一个推理
[02:05:57] 然后用户会发生什么变化
[02:05:58] 用户的需求发生什么变化
[02:06:00] 技术发生什么变化
[02:06:02] 技术带来的产品发生什么样的变化
[02:06:04] 组织发生什么样的变化对
[02:06:07] 然后组织应该往哪里走
[02:06:08] 其实我我觉得这是我最近做的一个比较
[02:06:12] 要在自己脑子里完整的推理
[02:06:15] 但是呢推理完了没有用
[02:06:16] 你还要把它变成action嗯
[02:06:18] 有想法和能落地还是一个巨大的鸿沟
[02:06:22] 你们今天说你们是一个人工智能终端公司
[02:06:24] 我觉得好像比去年底的时候更具象化了
[02:06:27] 我觉得更主要的是一方面看清了要解决的问题
[02:06:30] 然后另外一些也能更好的看清了自己了
[02:06:33] 怎么说诶
[02:06:34] 是之前想过要成为平台型企业对吧
[02:06:36] 呃没有呃
[02:06:38] 并不清楚对
[02:06:40] 但是我觉得但是今年做了选择
[02:06:42] 那因为我自己认为
[02:06:44] 其实后边的话
[02:06:45] 无论是机器人形态啊
[02:06:47] 还是人工智能的这些机器架构的一些形态
[02:06:50] 然后尤其在物理世界上运行
[02:06:53] 就它会涉及生命安全
[02:06:55] 它会涉及财产安全
[02:06:56] 他虽然在PC时代的时候
[02:06:58] 苹果输给了微软
[02:07:00] 然后在银狐量时代的时候
[02:07:02] 苹果和谷歌我认为算打了个平手
[02:07:05] 但我觉得到了人工智能时代
[02:07:07] 尤其是在物理世界这个范围里边
[02:07:09] 我认为可能会翻过来就是终端企业
[02:07:14] 然后的价值会战会战胜平台企业
[02:07:16] 为什么
[02:07:17] 至少在物理世界K对
[02:07:19] 因为就像我刚才讲的
[02:07:20] 因为它涉及到生命安全
[02:07:22] 它涉及到财产安全
[02:07:24] 然后这些一致性对是一个主体来解决
[02:07:28] 还是分离多个主体去解决
[02:07:30] 对我觉得实际是不一样的
[02:07:31] 你们能成为下一个时代的苹果吗
[02:07:33] 这是我们努力的一个方向
[02:07:35] 就是我们
[02:07:36] 我就成为AGI时代的一个领先的终端企业
[02:07:39] 就是我们核心的
[02:07:41] 然后成长的目标
[02:07:42] 马上7月份是理想的十周年啊
[02:07:44] 你站在今天
[02:07:45] 你回顾理想这10年走过来的路
[02:07:47] 你脑海里能浮现的最深刻的几个场景
[02:07:51] 画面是什么呀
[02:07:52] 我第一个最重要的一个画面
[02:07:55] 其实还是应该是2018年
[02:07:57] 然后理想one做第一次发布的时候对
[02:08:01] 然而那个感觉会一直
[02:08:03] 那个场景会一直延续到2019年的4月份
[02:08:06] 就上海车展第一次正式的这种展示
[02:08:08] 带有价格的
[02:08:09] 对我觉得那个是一个一个非常重要的
[02:08:12] 就是我们真的能做出来一辆车
[02:08:15] 而这个车特别受用户喜欢
[02:08:18] 然后在上海车展的展馆里面
[02:08:21] 我们是人人人流量最大的一个展台对吧
[02:08:24] 然后因为我们是从什么都没有开始来做的
[02:08:28] 我觉得这是一个
[02:08:29] 然后我觉得另外一个应该是这个2022年
[02:08:35] 然后发布L9的时候
[02:08:37] 我觉得那个真的是一个全世界
[02:08:39] 最卓越的一个产品
[02:08:40] 嗯对然后这到了今年2025年了
[02:08:44] 能看到得至少有五个亿以上的企业对
[02:08:48] 是因为当时R9的成功
[02:08:50] 所以在今天
[02:08:50] 然后在打造跟R9相同的产品
[02:08:53] 所以你脑海里浮现的都是幸福的时候
[02:08:57] 而不是痛苦的时候
[02:08:58] 你有痛苦的时候会回忆到吗
[02:09:00] 太多了太多了
[02:09:03] 然后就在刚刚经历了L9的幸福
[02:09:08] 就出现了全网的黑公关
[02:09:10] 然后说理想汽车倒闭对吧
[02:09:13] 然后那一个季度我们亏了得十几个亿
[02:09:16] 将近20个亿
[02:09:17] 原来从来没亏过那么多对吧
[02:09:19] 然后就忽然从巅峰就到掉到谷底对吧
[02:09:24] 然后但好处还是我说的
[02:09:26] 其实我们认识到我们很多能力不足
[02:09:27] 我们又去补了很多能力
[02:09:29] 但是呢正是因为这件事情
[02:09:30] 我们的调整又到又带来了
[02:09:32] 其实我们2023年获得了一个
[02:09:34] 接近三倍的增长
[02:09:36] 那我们直接做到了1200亿的这个收入啊
[02:09:40] 我觉得有的时候反正我创业那么多年了
[02:09:44] 很多时候当问题来的时候
[02:09:46] 然后又是又是一个更大的机会的到来
[02:09:49] 所以我对这方面其实也没那么纠结
[02:09:52] 我对于不正常的事情呢
[02:09:53] 耐受力很差
[02:09:55] 但是我对于一些不好的东西的话
[02:09:57] 解决了以后
[02:09:58] 我的这个整个记忆能力很差
[02:10:01] 就把他忘掉了
[02:10:01] 但你让我回顾还是能回顾回顾回来的
[02:10:04] 你可以删掉的记忆片段会是什么呢
[02:10:06] 我为了让自己有一个更好的一个正能量
[02:10:08] 我还是尽可能的只保留那些有价值的
[02:10:12] 然后美好的片段对
[02:10:14] 然后哪怕是一个不好的东西
[02:10:16] 我刚才讲的说
[02:10:17] 我们被黑被打击
[02:10:20] 但我会转变成其实看正因为这件事情
[02:10:23] 我们增长了三倍
[02:10:24] 我们获取了其他新势力没有的能力
[02:10:27] 我们面临其他新势力没有的挑战
[02:10:29] 我会变成这样的一个方式来表达嗯
[02:10:31] 这是一种心态
[02:10:33] 对这是一种心态
[02:10:34] 对我不希望创业确实不容易
[02:10:37] 但是没必要苦哈哈的
[02:10:38] 没必要苦哈哈的对
[02:10:41] 苦哈哈的
[02:10:41] 就是苦和苦和甜
[02:10:44] 这是一个硬币的正反面
[02:10:45] 只是你选择看哪一面了
[02:10:47] 甜多还是苦多呢
[02:10:50] 如果按时间轴而言
[02:10:51] 肯定苦更多对
[02:10:54] 但是你吃苦吃多了
[02:10:55] 也就也就习惯了
[02:10:57] 于凯博士第一次回忆
[02:10:59] 你跟你第一次见面啊
[02:11:01] 在杭州一起去爬山
[02:11:02] 就是湖畔大学的同学
[02:11:04] 然后他记得你那天穿了一个军大衣
[02:11:07] 我很好奇啊
[02:11:08] 就是当时那个于凯博士见到你的
[02:11:10] 那个军大衣里的
[02:11:11] 里面包裹的是一个什么样的灵魂
[02:11:14] 他看今天发生了什么样的变化
[02:11:15] 我觉得没什么变化
[02:11:18] 对我甚至认为我今天90%的状态啊
[02:11:23] 思维方式啊
[02:11:24] 其实跟我上高中时差不多的
[02:11:28] 遇到问题去解决问题
[02:11:30] 去解决那些别人不愿意解决的问题
[02:11:33] 对去解决消费者遇到了最大的问题
[02:11:36] 去找更多的人去学习
[02:11:39] 那时候我是个个人网站的站长
[02:11:41] 那时候又有合伙人啊
[02:11:43] 是站长里边少数的人人还有有小团队的对吧
[02:11:46] 怎么去自己靠自己能力不行
[02:11:48] 还要去靠
[02:11:49] 然后需要靠别人
[02:11:50] 然后去去完善能力
[02:11:51] 我觉得到今天为止没没变化
[02:11:53] 只是解决了问题在变大呃
[02:11:56] 服务的用户群体在变大
[02:11:57] 公司的规模在变大
[02:11:59] 组织在变大
[02:12:00] 过去10年
[02:12:01] 这所有的记忆里
[02:12:02] 如果能改变一个记忆
[02:12:03] 改变一个程序
[02:12:04] 你想改变什么
[02:12:06] 我觉得真没什么要改变的对
[02:12:10] 然后我觉着能赶上这么一
[02:12:13] 能赶上这么一个时代对
[02:12:16] 然后又几次创业
[02:12:19] 还能一路走下来呃
[02:12:21] 在最难的时候都有人来帮你对
[02:12:23] 当你遇到问题的时候
[02:12:24] 总是能从坑里快速爬出来
[02:12:26] 一帮人齐心协力
[02:12:27] 然后变得更好
[02:12:28] 我觉得其实挺幸运的了
[02:12:29] 从运气的层面
[02:12:32] 还是从能够这个创造出来的价值层面
[02:12:35] 我觉得我觉得没什么
[02:12:37] 没什么可后悔的
[02:12:38] 挺好的
[02:12:39] 你刚刚说一个词是能量嘛
[02:12:41] 怎么让自己成为一个更有能量的人
[02:12:43] 更强大的人
[02:12:44] 或者是能吸引到更多能量的人
[02:12:47] 我觉得就是关注人对
[02:12:49] 然后尤尤其是关注那些离你最近的人
[02:12:52] 有关注亲密关系的人
[02:12:53] 就我不是完整讲
[02:12:55] 我之前讲过
[02:12:55] 但是我觉得还是有必要完整的讲一下
[02:12:58] 就是关注人的时候
[02:12:59] 首先你得先关注自己嘛
[02:13:01] 嗯对然后我觉得就说如果作为我自己
[02:13:04] 我会然后怎么来怎么来看待自己为第一
[02:13:07] 然后我会接受自己所有的优点啊
[02:13:10] 我很多的身上的特质
[02:13:12] 然后这么多年的积累
[02:13:13] 或者我从积从DNA里带来的
[02:13:15] 其实他就是我的优势
[02:13:16] 我应该是怎么去发扬自己的优势呃
[02:13:19] 第二个是
[02:13:20] 然后我要能接受自己的不足
[02:13:22] 因为往往不足就是优势的另外一面
[02:13:26] 就这个人很擅长决策
[02:13:28] 可能他就没有办法
[02:13:29] 其实去做很细致的运营
[02:13:31] 因为这两件事是冲突的
[02:13:33] 有的人非常擅长运营
[02:13:35] 但可能他又很难跳出来
[02:13:37] 或者跳跳好几个维度来去做决策
[02:13:40] 对我觉得这个其实然后一个人很懒
[02:13:43] 但可能是个极品的产品经理对吧
[02:13:46] 但如果他很很勤奋了
[02:13:47] 他应该是个非常好的业务运营对吧
[02:13:50] 我觉得这是每个人是不一样的
[02:13:52] 然后往往我们如果要改的话
[02:13:54] 往往会变成我会变成一个更差的别人
[02:13:56] 以及一个更糟糕的自己啊
[02:13:59] 所以我说这然后要接受自己的不足
[02:14:01] 我觉得第三个其实是用成长替代改变
[02:14:04] 然后更重要的是我又没有成长
[02:14:06] 我就说其实我们在做汽车之家的时候
[02:14:09] 然后我说做好业务就行了
[02:14:11] 资本根本不重要啊
[02:14:13] 最后我们其实折在了资本上
[02:14:15] 但是呢然后在做理想汽车的
[02:14:17] 我非常注重资本对吧
[02:14:19] 然后请最好的FA啊
[02:14:21] 请最好的律所
[02:14:22] 然后股权架构的设计对吧
[02:14:25] 然后投票权
[02:14:26] 那今天大家可以看到所有的新势力企业里边
[02:14:30] 理想汽车的股权架构
[02:14:31] 治理结构
[02:14:33] 然后资本现金管理都是做的最好的
[02:14:35] 那这个东西我并没有改变我的业务
[02:14:37] 其实是我又增强了一个能力啊
[02:14:40] 所以他是个成长啊
[02:14:41] 我们会面临方方面面的这方面的能力的成长
[02:14:44] 那这时候你就能您能给自己带来能量
[02:14:47] 对你的成长其实有自己的能量
[02:14:49] 嗯啊然后你又不跟自己纠结
[02:14:51] 是那当有这个能力的时候
[02:14:53] 我们在看待别人其实也是一样的
[02:14:55] 我们会先看别人的优点
[02:14:57] 哎我觉得这是非常重要的
[02:14:59] 哎这这个优点怎么让它发挥出来
[02:15:00] 这优点能带来什么帮助
[02:15:02] 这优点怎么让他发挥对吧
[02:15:03] 然后觉得第二个其实当看到别人不足的时候
[02:15:06] 其实根本不是问题
[02:15:07] 我从创业开始就有合伙人
[02:15:09] 反正就是我的互补对
[02:15:12] 然后是我所不具备的
[02:15:13] 然后秦志就是我所不具备的
[02:15:15] 李铁马东辉
[02:15:16] 显然我所不具备的对吧
[02:15:18] 所以呢当看到大家这些不足的时候
[02:15:20] 反而其实是我的价值
[02:15:22] 我有价值能帮助到他
[02:15:23] 他有价值能帮助到我
[02:15:24] 我觉得第三个一样就会看别人的成长对吧
[02:15:28] 你能看到孩子的成长
[02:15:29] 也能看到爱人的成长
[02:15:31] 你能看到身边每个同事的成长
[02:15:33] 其实这就有能量了
[02:15:34] 成长带来能量对
[02:15:37] 因为变好就有能量嘛对吧
[02:15:39] 而且你关注的是人的成长
[02:15:40] 不是那些事对吧
[02:15:42] 然后所以呢你能第一你能自己产生能量
[02:15:44] 第二你能够然后带给别人能量
[02:15:47] 第三你能从别人那获取能量
[02:15:48] 因为别人给你能量
[02:15:49] 别人也不会丢掉能量对吧
[02:15:51] 他是个辐射作用
[02:15:53] 随着自己的成长
[02:15:54] 然后开始有效的一些理解
[02:15:56] 那我觉得另外一方面其实很重要的是亲密关系
[02:15:59] 我觉得亲密关系其实是非常重要的
[02:16:02] 我觉得亲密关系里边特别重要的一点
[02:16:04] 其实要关注人
[02:16:05] 就是其实是我需要我爱人
[02:16:07] 其实我需要我孩子
[02:16:09] 是我需要李铁马东辉
[02:16:12] 我需要刘杰
[02:16:13] 谢卫国
[02:16:14] 然后范浩宇对
[02:16:16] 然后甚至抄了他们需要我对
[02:16:18] 首先是我需要他们
[02:16:19] 其实才是他们需要我
[02:16:20] 那这时候这些人的之间的连接就不一样了
[02:16:24] 我们在一起就能形成一个非常强的脑力
[02:16:26] 非常强的心力嗯对然后形成特别好的一个能量
[02:16:31] 我觉得这个其实是个特别重要的
[02:16:33] 而不是说我对他们没有需求
[02:16:36] 有没有需求的话
[02:16:37] 就会也会进入到一个糟糕的模式里边
[02:16:40] 就会无视对方
[02:16:41] 要么要想着战胜对方
[02:16:43] 要么就逃避对方对
[02:16:45] 然后要么就变成内卷
[02:16:47] 要变成内斗
[02:16:48] 没有对
[02:16:50] 在我身边的人
[02:16:51] 无论是家里还是工作还是没有内斗
[02:16:55] 对在70家时代就没有内斗
[02:16:58] 哈哈那我觉得这个其实而是要怎么来
[02:17:00] 大家相互能带来能量
[02:17:02] 我觉得这个其实是非常重要的
[02:17:04] 你最近看见到的一个人是谁啊
[02:17:07] 我觉得在我的家里非常有意思的一点
[02:17:10] 其实过去我和我老婆之之间
[02:17:12] 相互支撑还是有限的
[02:17:14] 我觉得从去年年底春节过后
[02:17:17] 一个最大的变化是
[02:17:19] 我们家大女儿对她会形成了我们第三个职称对
[02:17:23] 因为他她14岁了
[02:17:25] 然后他对事情的理解在发生了巨大的变化
[02:17:28] 他自己的三观特别完善的形成
[02:17:31] 而且超出了我们的预期
[02:17:32] 而且他有能力跟我们做特别好的沟通了
[02:17:35] 关于他自己的人生规划
[02:17:38] 他自己的喜好对
[02:17:41] 然后他自己对人和事物的理解
[02:17:43] 所以呢这个特别有意思
[02:17:45] 我们家里实实现了一个三个人的支撑
[02:17:48] 对这个其实是个非常是个
[02:17:51] 让我这家里的能量在大幅的
[02:17:53] 家里的能量在大幅的提升
[02:17:54] 因为这些能量会影响到其他的孩子
[02:17:56] 这样他们还没办法做成支撑
[02:17:58] 嗯对所以我这个其实那我每次跟老婆聊的时候
[02:18:03] 在聊到大女儿的时候都是非常的非常的高兴
[02:18:05] 就没想到她14岁就能成为我们两个人的
[02:18:08] 然后和我们两个人
[02:18:10] 形成一个一个三个人的支撑了
[02:18:12] 形成了最小的人数
[02:18:13] 对我们我们能跟他一起去讨论很多问题了
[02:18:17] 那我们可以讨论事情
[02:18:18] 可以讨论人
[02:18:20] 可以讨论一个不同的一个见解
[02:18:22] 也可以讨论他的规划
[02:18:24] 可以讨论
[02:18:25] 其实怎么出去玩
[02:18:26] 可以讨论家里要解决一些什么问题都可以的
[02:18:28] 我觉得这个特别好
[02:18:30] 有什么事情是你当爸爸之后才理解的
[02:18:33] 或者当爸爸对你自我有什么改变
[02:18:36] 或者更多的认识吗
[02:18:39] 三个三个重要的一点
[02:18:42] 我觉得第一个我每个孩子都是完全不一样的
[02:18:45] 所以让我认识到一个很重要的一点
[02:18:47] 其实怎么用好
[02:18:49] 人人是用来发挥的
[02:18:50] 人是不人不是用来改变的
[02:18:52] 对我觉得这是第一点
[02:18:54] 人说说发挥的不是他改变
[02:18:56] 应该让他发挥他的特长特性
[02:18:58] 对让就是一个人是应该去放大和发挥它的
[02:19:02] 而不是让他去改变的
[02:19:04] 因为我连孩子都不能改变
[02:19:06] 对我觉得这是第一点对
[02:19:08] 所以这时候当你意识到这一点
[02:19:10] 其实组织就很很重要的
[02:19:11] 因为你要把不同特点的人
[02:19:14] 不同程擅长的人
[02:19:16] 其实组合在一起
[02:19:17] 就是个就是个更完整的大脑
[02:19:19] 更完整的
[02:19:20] 然后这个心脏和更强的能量
[02:19:23] 但我觉得这是第一点的
[02:19:24] 然后孩子以后会加强我这方面的认识
[02:19:26] 虽然过去的时候书上很多人讲这些东西
[02:19:28] 但我听不懂
[02:19:29] 有了孩子以后才知道才能开始真正的懂这些对
[02:19:34] 然后我觉得第二点
[02:19:35] 我觉得第二个很重要的点
[02:19:37] 其实是意识到一个问题
[02:19:38] 其实我会这么做
[02:19:41] 但是呢我从来没有意识到这背后的逻辑
[02:19:43] 就是对于身边的亲密关系而言
[02:19:45] 是我需要他们超过了他们
[02:19:46] 需要我对
[02:19:49] 其实我需要孩子
[02:19:51] 因孩子让我变得更好
[02:19:53] 我需要我爱人
[02:19:54] 我爱人让我变得更好
[02:19:55] 我需要这些群组的负责人
[02:19:59] 我需要我下班的这些一级部门的负责人
[02:20:01] 是他们让我变得更好
[02:20:03] 就我需他有他们对我的重要性
[02:20:06] 甚至我觉得超过了我对他们的重要性
[02:20:08] 至少我是这么认为的
[02:20:09] 所以我说这是第二点对
[02:20:12] 就是在亲密关系里边
[02:20:13] 其实为第一大胆的表达自己的需求对
[02:20:17] 然后因为所有人都希望被需要
[02:20:19] 这会产生一个非常好的
[02:20:22] 然后一种一种能量场的状态
[02:20:25] 那我觉得第三点
[02:20:27] 我觉得孩子是用来完善我的
[02:20:29] 孩子
[02:20:30] 是孩子的出现
[02:20:31] 是帮我完善的
[02:20:32] 看到他以后
[02:20:33] 你就能看到自己的更多的不足对
[02:20:36] 然后你能看到你能看到更更多的人
[02:20:39] 更多的不同的人
[02:20:40] 因为孩子对你是没有掩饰的
[02:20:43] 因为每个孩子都是不一样的
[02:20:45] 他能让你把人看得更全面对
[02:20:50] 然后把人看得更透彻
[02:20:53] 对人家也能让你其实更好的去处理
[02:20:57] 人和人之间的关系
[02:20:59] 嗯因为孩子你没得选对
[02:21:02] 但你仍然要处理好
[02:21:03] 这其实对我们是个更大的一个挑战
[02:21:05] 当有了我需要你
[02:21:07] 比你需要我更多的这种意识之后
[02:21:09] 它会带来什么行为的变化
[02:21:12] 你会更加主动主动积极
[02:21:15] 对你会你是真的会主动
[02:21:16] 会主动积极
[02:21:17] 不会等着很多事情
[02:21:18] 然后去发生
[02:21:19] 得变成很多事情都变成了糟糕的结果再去发生
[02:21:23] 你会以关注人的角度去理解
[02:21:25] 比如当你去关注孩子的需求的时候
[02:21:28] 他就更多的时候去去来讨论自己需求
[02:21:31] 当你去关注孩子擅长的时候
[02:21:33] 他也会不断的去发扬自己的擅长对
[02:21:36] 因为每个都是不一样的
[02:21:38] 但是这时候其实就是能量的主动权
[02:21:41] 又在我们自己手里
[02:21:42] 对别人
[02:21:43] 虽然能别人能够带来它能量
[02:21:44] 主动权在我手里
[02:21:45] 我们可以主动去做很多的事情嗯
[02:21:47] 构建家庭这个组织和构建公司这个组织
[02:21:50] 有什么不一样呢
[02:21:51] 首先我认为同等的重要
[02:21:53] 我们工作的同事对我而言是不是亲密关系
[02:21:55] 我说当然是了
[02:21:56] 为什么呢
[02:21:57] 因为对于今天我们作为任何一个人对
[02:22:00] 然后我们的工作体现出我们工作
[02:22:02] 体现出来我们的社会价值
[02:22:06] 这我觉得很现实也很合理的一点
[02:22:08] 其实比如你是一个好的公司对吧
[02:22:11] 然后你是一个好的公司的管理岗位的人
[02:22:14] 然后你去这些最好的学校去面试的时候
[02:22:17] 带孩子去面试的时候
[02:22:18] 你都会优先被录取
