[00:00:01] 哈喽大家好
[02:53:49] 去年嗯我们其实是从去年9月份开始哦
[02:53:53] 他的最重要的契机其实是你看到了一个东西叫second哦
[02:53:59] 你知道sit的其实是呃一套我们叫流程智能体对吧
[02:54:04] 其实嗯他定义了产品经理怎么做
[02:54:08] 然后开发怎么做
[02:54:09] 测试怎么做
[02:54:10] 你就发现嗯在模型上面好像并不能有效的完成的事情
[02:54:17] 然后加上这一层智能体的呃
[02:54:21] 描述对吧
[02:54:22] 和限定之后
[02:54:23] 他就跑得很顺畅了嗯
[02:54:25] 所以从那个角度我觉得你就开始真的理解说组织应该怎么用AI了
[02:54:29] 就一定是要构建出你的领域的流程的智能体出来
[02:54:34] 所以SKET是一个面向软件开发的一套智能题对吧
[02:54:39] 那你想今天在其他的领域里边
[02:54:41] 你都能构建出那一套智能体的时候
[02:54:43] 你的组织就会变成AIF这个过程中谁引导过你吗
[02:54:47] 做AI的组织变革是自己想的嗯
[02:54:52] 我们觉得应该被人inspire
[02:54:54] 就刚刚讲被spected inspire
[02:54:56] 但是我们是一个就是我们相信抽象
[02:55:00] 换句话就是说你看到了一个好像诶漂亮的
[02:55:04] 或者你看到了一个很让你惊艳的事物对吧
[02:55:07] 你去抽象这个事物背后的底层原理
[02:55:10] 然后你再从抽象里面就是发散具象到各个不同领域去
[02:55:15] 我们的组织进化方式一般都是这样
[02:55:17] 嗯对你在AI时代变得是更焦虑了吗
[02:55:21] 周围好多人今年跟我说都非常焦虑
[02:55:23] 你焦虑吗
[02:55:24] 嗯我觉得焦虑肯定是有一点的对吧
[02:55:27] 因为今天好像它的变化非常的巨大对然后而且速度越来越快
[02:55:34] 但是嗯我们的习惯就还是你要去问说什么东西是不变的对吧
[02:55:40] 像我刚刚讲的就是你的客户价值是不变的
[02:55:44] 你的价值链是不变的
[02:55:47] 然后最后呢嗯你的这些美好的价值需要靠金钱创造者创造出来
[02:55:52] 这些东西是不变的
[02:55:54] 那你就会去问自己
[02:55:55] 说这些不变的东西
[02:55:56] 你是做的更好了还是更不好对吧
[02:56:00] 然后那嗯我们觉得我们这些不变的底层的是越来越好的时候
[02:56:07] 那我相信不管在什么样的变化面前
[02:56:10] 我都应该是那个更好的那一个嗯对当然这个其实是一个理性
[02:56:16] 今天帮助你去克服感性的方式对吧
[02:56:20] 这不代表你内心完全没有感性了
[02:56:22] 但是我觉得最后其实你理解理性和感性是并存的嘛
[02:56:27] 今年AI coding非常的火
[02:56:28] 这对像你们这样的公司有什么影响吗
[02:56:32] 其实我们有一个很大的软件团队
[02:56:34] OK我们在软件领域里的产品经理工程师对吧
[02:56:38] 算法工程师
[02:56:39] 然后嵌入式工程师
[02:56:40] 测试工程加在一起嗯
[02:56:42] 我觉得有1000~1500个人对
[02:56:44] 所以其实怎么样帮助大家真的能够就是赶上AI这个T
[02:56:50] 其实我们觉得这是公司的责任对吧
[02:56:53] 换句话说我我不应该期望说我们的同事们自己好像就自己学这些东西
[02:56:58] 然后哦好像他嗯突然就会了
[02:57:03] 从赋能他们的角度
[02:57:04] 刚刚讲的
[02:57:05] 我们其实首先我们就是公司呃
[02:57:08] 我们会内化一套自己的软件的智能体
[02:57:11] 就刚刚讲的像sky这样的一套东西
[02:57:14] 它其实跟我们的产品领域对吧
[02:57:18] 跟我们公司整个的数据结构
[02:57:20] 跟我们公司组织结构之间其实是有很大的适配的空间的
[02:57:24] 然后其次的话呢
[02:57:26] 你会今天真正的帮助我们的同事们去能把智能体用起来
[02:57:30] 嗯其实坦率讲啊
[02:57:32] 就是一个工作了5年十年对吧
[02:57:35] 然后嗯的同事他今天要改变他自己的内在的动力是一方面对吧
[02:57:44] 组织给他创造一个氛围和一个环境也是一方面对
[02:57:48] 所以我们今天觉得就是嗯我们肯定希望说是赋能
[02:57:52] 我们的同事能够今天赶上AI这班车
[02:57:55] 而不是被AI这班车给落下的
[02:57:57] 你会担心自己被AI落下吗
[02:58:01] 我其实不担心
[02:58:02] 因为客观的说
[02:58:03] 其实我觉得我们公司是真的在理解AI对吧
[02:58:07] 和今天就拥抱AI和今天让啊
[02:58:11] 我们的同事们今天都能被AI赋能起来的
[02:58:15] 我觉得我们是跑在最前面的公司了
[02:58:18] 相对于谁来说
[02:58:19] 你不能说相对大模型公司来说
[02:58:21] 你们是跑在最前面
[02:58:22] 那当然那当然今天呃
[02:58:24] 我觉得相对的是跟我们同行业的这些消费电子公司来比对吧
[02:58:29] 所以其实开玩笑说嗯熊跑过来的时候
[02:58:32] 你不是要跑得最快
[02:58:35] 你是要跑的比同行更快一些
[02:58:38] 是嗯同意吗
[02:58:41] 他们对AI的动作有吗
[02:58:43] 嗯我们其实不是一个
[02:58:45] 特别就是努力的去好好理解别人在干什么事情对吧
[02:58:48] 其实你在深圳都跟大家不交流是吗
[02:58:51] 呃对本来我是个爱人
[02:58:53] 然后但我觉得其实爱人也给自己找了个理由对吧
[02:58:56] 其实回到呃有一本书叫有限的无限无限的游戏对吧
[02:59:02] 无线游戏里面序章里面有一个故事很好玩
[02:59:05] 他说回到2004年的时候嗯
[02:59:10] 微软和苹果在竞争mp3播放器
[02:59:14] 因为当时苹果的IPOD特别成功对吧
[02:59:16] 所以未来也想做一样的东西
[02:59:18] 嗯这个作者呢刚好在同一个时间就跟两边的高管都有接触
[02:59:23] 然后那微软的高管就跟他说
[02:59:25] 你看我们这个播放器多漂亮对吧
[02:59:27] 功能又好比苹果强强
[02:59:29] 他强在哪里
[02:59:30] 然后呢他就跟苹果的高管聊的时候
[02:59:32] 他们就会说哎呃我们觉得用户价值
[02:59:35] 就我们的用户还有一些不满意的地方对吧
[02:59:37] 呃我们希望我们在做什么事情
[02:59:39] 解决好用户的这些不满意嗯
[02:59:41] 对所以那最后毫无疑问你也能看到在硬件行业里边
[02:59:47] 谁是笑到最后的人对吧
[02:59:49] 所以我们觉得这个也是一个就是我觉得是共通的基础道理
[02:59:53] 因为对于我们这种就是老想讲第一性思考的公司来讲
[02:59:57] 第一性的原理就是说当你今天盯着竞争的时候呃
[03:00:02] 嗯永远最后跑出来的对吧
[03:00:06] 就是是一匹更快的马
[03:00:08] 而不是一个今天真正的汽车对吧
[03:00:11] 所以只有今天你不要去一天到晚盯着竞争
[03:00:13] 你去努力的思考用户今天最极致的需求是
[03:00:17] 或者你去思考今天用户对吧
[03:00:20] 到底它的价值点是什么
[03:00:22] 然后以及往前沿看最领先的技术嗯
[03:00:26] 可以在哪些地方被放被创造出来
[03:00:29] 那今天你把就是用户没被满足的需求
[03:00:32] 然后研发出极致的技术去打造成产品
[03:00:36] 去满足他的手
[03:00:37] 在这条路上
[03:00:38] 其实你越走越快
[03:00:40] 越走越稳的时候
[03:00:42] 我相信你大概率是不会失败的
[03:00:44] 嗯对我觉得我们也是花了十几年才真的理解这样的一个道理的
[03:00:51] 就是因为你在年轻的时候总是会觉得好像我跟周围的人比对吧
[03:00:55] 但是到今天这个年纪
[03:00:57] 我觉得想清楚这些事情
[03:00:59] 我觉得总是说哎你第一心里到底想清楚了嘛对吧
[03:01:02] 然后完了是哪一年意识到他哪一年觉悟的
[03:01:06] 其实我们改使命愿景是2023年的时OK对
[03:01:10] 然后这个背后呢很好玩
[03:01:12] 还有一个这也是很真实的故事
[03:01:15] 因为我们这公司一直就是我们
[03:01:18] 就你会觉得我们就好像嗯嗯不那么fancy对吧
[03:01:25] 然后我们的确有点反省
[03:01:27] 在你们消费电子行业谁比较反思
[03:01:29] 这个你当然理解对吧
[03:01:30] 前面的大江包括那些都是很一些很fancy的人
[03:01:34] 人人对你也不fancy是吗
[03:01:37] 呃你会觉得我fancy吗
[03:01:38] 我不觉得对啊
[03:01:40] 那你是一个什么样的人
[03:01:42] 呃
[03:01:42] 我觉得其实我们的价值观很好的
[03:01:45] 其实就是我自己一个人写照吧
[03:01:47] 就是我今天愿意把第一性的原理想清楚对吧
[03:01:50] 愿意今天一步一个脚印的求极致的去执行
[03:01:53] 嗯对啊
[03:01:54] 那你在求极适合愿意把第一性原理讲清楚
[03:01:58] 说明你还没有第一性原理
[03:01:59] 还没有机制
[03:02:00] 所以你才求知机制
[03:02:03] 我觉得其实这样
[03:02:04] 我们回到刚刚讲的那个上楼的故事对吧
[03:02:08] 就你在第一层的时候
[03:02:09] 你看到的第一层的第一行人
[03:02:11] 你在第一层的第一性原理也求了极值
[03:02:14] 然后这个让你上到了第二层对吧
[03:02:17] 这个时候你发现他的第一性又不一样了
[03:02:19] 就比如说15年以前
[03:02:21] 那我刚开始做电子商务的时候对吧
[03:02:24] 那个时候的第一性跟今天我讲的这些是完全不一样的
[03:02:27] 你那时候第一性是什么呀
[03:02:29] 从google离职做充电宝
[03:02:30] 大家周围人什么看法
[03:02:32] 嗯其实嗯那肯定很多同学大家是觉得哦
[03:02:37] 好像为什么做一个这样的简单的东西对吧
[03:02:40] 但是还是说第一个我们觉得这十几年没有变的
[03:02:44] 第一性创造客户价值对吧
[03:02:46] 但是那个时候今天我们看见创造客户价值的方式
[03:02:49] 包括在那个复杂度的品类里边
[03:02:51] 其实我们是做一个改良型的产品就好了对吧
[03:02:54] 然后刚刚讲通过客户的反馈把这个产品打磨到很极致对
[03:02:58] 然后到今天我觉得我们在很多复杂的品类里边对吧
[03:03:03] 到今天做出极致创新的客户价值的是你发现我们讲的对吧
[03:03:08] 这个第一性它跟那个时候我就完全不一样
[03:03:11] 对他就回到刚刚讲的事物的本质原理
[03:03:15] 而开始去做像芯片这样的突破和创新
[03:03:18] 对你小时候成渴望成为fancy的人
[03:03:21] 没有嗯
[03:03:23] 这是个很好的问题啊
[03:03:24] 其实我觉得我好像从来就不是那个最酷的那个人哦对吧
[03:03:28] 那你是什么样的人
[03:03:30] 就是首先第一我肯定不是那个就是好像就是说最狠的话对吧
[03:03:35] 然后比如穿最亮的衣服
[03:03:38] 那个好像看起来最fancy的人
[03:03:40] 我觉得嗯我们真的一直都是我和东平都是
[03:03:44] 其实我们都是努力
[03:03:45] 好像呃每天每天很扎实的做得比前一天更好
[03:03:50] 嗯就是我们是站稳一个台阶之后
[03:03:52] 努力去够下一个台阶的人
[03:03:53] 嗯就是比较像工程师遇到一个问题
[03:03:57] 剪辑问一个问题
[03:03:58] 对我觉得其实工程师肯定更多的有这个品质对吧
[03:04:01] 就是他解一个问题
[03:04:02] 然后解更复杂的问题
[03:04:04] 然后解最复杂的问题
[03:04:05] 你是个赌心强的人吗
[03:04:11] 我们先定义一下左和右啊对吧
[03:04:13] 假如说你有1000万对吧
[03:04:15] 然后你今天可以投资一个项目或者创业之类的
[03:04:18] 你会拿多少钱对吧
[03:04:25] 记住是拳头all in
[03:04:30] 其实几组还会比那更组是加杠杆啊对吧
[03:04:34] 你投了自己的1000万
[03:04:35] 你还会去借很多钱去投这个事情对吧
[03:04:41] 我们说五分是加杠杆
[03:04:43] 然后四分可能是全投对吧
[03:04:46] 然后那往右边数的话呢
[03:04:47] 一分的话可能是一分钱都不投对吧
[03:04:50] 两分的话投到比如三四百万嗯
[03:04:53] 三分的话可能你投到六七百万嗯
[03:04:56] 基本上我们今天构成了一个一分到五分的一个一个选项对吧
[03:05:00] 这其实也是我们的思考方式
[03:05:02] 所以遇到问题的时候
[03:05:05] 极右要中间找五个档对吧
[03:05:07] 然后那呃我其实一直是中间那一档哦
[03:05:11] 就是我们不会全投对吧
[03:05:14] 我们也不会不投
[03:05:15] 然后我们一定会把超过一半的投出去
[03:05:18] 然后今天诶努力的去一个下一个台阶
[03:05:22] 嗯当我们今天说从一分到五分
[03:05:25] 好像你选三分的时候
[03:05:26] 看起来好像在中间对吧
[03:05:28] 然后中国人过去有一句话好像叫中庸
[03:05:31] 就是在中间好像已经变得很平庸对
[03:05:33] 但我觉得今天如果你把它放在足够长的博弈里边
[03:05:38] 就足够长的论述里边对吧
[03:05:40] 嗯你稳定的每一次今天都会去投对吧
[03:05:44] 并且随着你的认知和能力的提升
[03:05:48] 随着你的今天的团队里边的创造者变得越来越多
[03:05:51] 嗯然后你成功概率越来越大的时候
[03:05:54] 那我觉得最后其实他会变成忠诚
[03:05:57] 就是中间最后会通向一个成功
[03:06:00] 特别是它会通向一个成功的第三类公司
[03:06:03] 就是能够支持很多的创造者在这个平台上创造很多的品位对吧
[03:06:08] 可能在很多个国家创造成功的商业的公司嗯
[03:06:12] 对你觉得大江是一个什么样的公司啊
[03:06:17] 啊其实大将今天的品类数量肯定已经到了一个就几十个品类
[03:06:22] 所以我觉得他也是一个第三类公司吧
[03:06:25] 对啊他跟你有什么本质的不同吗
[03:06:27] 呃我觉得大江是一个从第一天开始就选了一个难的模式
[03:06:33] 是是个地域难度模式的公司对吧
[03:06:36] 就这第一天选的品类其实就是一个特别特别难的品类
[03:06:40] 然后所以前面那几年肯定是很痛苦的对
[03:06:44] 当你今天打赢了很难的品类之后
[03:06:46] 你积累了很好的底层技术对吧
[03:06:49] 然后你积累了一群高价值观的我们说的人的时候
[03:06:52] 你再向其他品类去扩展
[03:06:54] 你就变得更容易了
[03:06:55] 那我们呢其实因为一开始选的是一个诶相对容易的难度模式对吧
[03:07:01] 然后那我们要开始往上打
[03:07:03] 更难的时候
[03:07:04] 其实前面是容易的
[03:07:06] 但是后面变得很难哦
[03:07:09] 对啊
[03:07:09] 所以这几年其实换句话
[03:07:12] 所以这几年在补课对
[03:07:14] 所以我们这几年其实在补课
[03:07:15] 在打这个男的游戏哦
[03:07:20] inside360呢嗯LISTAR我觉得其实JK我觉得你觉得他更像大江一点
[03:07:27] 还是更像我们一点大江吧对啊
[03:07:31] general来看的话
[03:07:32] 深圳是不是只有你们这两类公司
[03:07:35] 一个是先选择hard模式
[03:07:36] 一个先选择easy模式
[03:07:38] 那嗯他基本上是二分的选择对吧
[03:07:43] 就是你要不然零
[03:07:44] 要不然一当然是这样的
[03:07:45] 就是中间可能是个程度问题
[03:07:47] 也可能是0.20.3
[03:07:49] 还是你是0.80.9对吧
[03:07:51] 但最后我觉得大概率难和容易
[03:07:54] 你总得要在中间有一个尺度对
[03:07:58] 如果你们跟大江在一个战场上
[03:08:00] 你觉得谁会赢啊
[03:08:01] 就是我觉得还是可以回到我刚刚那个讲的三个壁垒的要素去看
[03:08:06] 嗯对吧
[03:08:07] 就是第一你有没有足够领先的技术
[03:08:10] 第二今天在这个品类里边
[03:08:13] 你有没有已经赢得用户的信任
[03:08:15] 嗯然后第三的话就是今天你的人是不是足够的理性
[03:08:22] 足够的求其者
[03:08:23] 嗯对吧
[03:08:24] 所以我相信在这三个领域里边
[03:08:26] 其实我们都是在成长快速成长的
[03:08:30] 过去5年你个人的变化是什么呀
[03:08:32] 从easy模式换到了男的模式之后
[03:08:36] 你有变化吗
[03:08:38] 嗯我觉得其实在EG模式的时候
[03:08:41] 其实你可能做好一两件事情对吧
[03:08:45] 然后你就能活得不错到难的模式的时候
[03:08:51] 那你会发现其实你几乎各个领域都不能犯错啊
[03:08:54] 嗯所以你今天对一家公司需要有一个完整的理解和认知
[03:08:59] 而且你还要能把它真正的实践出来
[03:09:02] 所以我觉得这个对嗯做一号位的要求是高了很多的
[03:09:07] 我觉得我这几年其实也是跌跌撞撞对啊
[03:09:10] 然后嗯叫自我觉察
[03:09:13] 自我净化对啊
[03:09:14] 就是成长到今天开始舞蹈了
[03:09:19] 开始冥想了
[03:09:20] 我觉得这对就是你会很痛苦吗
[03:09:22] 有的时候
[03:09:23] 然后痛苦的时候冥想是一种很好的解决的方式对吧
[03:09:27] 你最痛苦的时候在做什么
[03:09:29] 其实今天嗯当我们今天想要做一个就是能够赋能很多个品类对吧
[03:09:36] 然后很多的创造者能够做好的公司
[03:09:38] 而今天就是你好像又感觉打不赢外面那些独角兽的时候
[03:09:42] 其实你非常痛苦的对嗯
[03:09:46] 但是呢就是你经过一个时间之后
[03:09:49] 你意识到其实并不是无解的
[03:09:54] 而是你在今天构建的这样的一个公司
[03:09:57] 这个产品里面缺了关键的环节
[03:09:59] 嗯对吧
[03:10:00] 当你把这些关键的环节谱进去之后
[03:10:02] 其实那这两三年下来你会看到诶
[03:10:05] 其实我们是在越来越好的
[03:10:08] 当时的解法就是文化价值观对吧对
[03:10:11] 其实我们刚刚讲就是当你的战略很清楚对吧
[03:10:14] 你的组织对能力的沉淀是领先的
[03:10:19] 然后呢
[03:10:20] 那么你对人的分配
[03:10:22] 那我们愿意把很多的钱分给人的时候
[03:10:25] 那么逻辑上讲我觉得你应该是能成的对吧
[03:10:28] 那为什么不成
[03:10:30] 最后你发现哦
[03:10:31] 其实你再好的今天的先进的方法对吧
[03:10:34] 先进的工具都是要人去用的
[03:10:37] 而你今天对到底是什么样的人对吧
[03:10:40] 他们应该用一种什么样的行为
[03:10:42] 今天去日常工作的没有一个清晰的界定的时候
[03:10:45] 你发现再好的今天的工具方法
[03:10:48] 最后都不能保证你的成功
[03:10:50] 嗯所以当这个环节被补进来之后
[03:10:53] 那我觉得今天大家可以看肉眼看得到的对吧
[03:10:56] 我们在很多以前其实好像感觉打不赢的品类里边
[03:10:59] 其实在嗯反败为胜
[03:11:03] 这个过程和呃AI的变革的过程其实是一个时间段对吧
[03:11:09] 嗯其实我们的使命运价值观的变化是从23年开始的
[03:11:13] AI的变革是从25年开始的
[03:11:16] 所以它其实是一个就是叠加的过程
[03:11:19] 使命你价值观和你们的AI水
[03:11:21] 和你们的前沿实验室的关系是什么样
[03:11:24] 就刚刚讲嗯23年我们开始做两件事情对吧
[03:11:27] 第一个是往下去挖前沿的技术
[03:11:30] 深的跟技术
[03:11:31] 第二个就是我们说去讲使命愿景价值观对吧
[03:11:35] 然后去吸引创造者
[03:11:37] 嗯对其实你发现一个有创造精神的人
[03:11:41] 就是他有第一性的想法
[03:11:43] 他往往会在别人看起来觉得诶这人好奇怪对啊
[03:11:47] 他老提一些好像不同寻常的的的方向对吧
[03:11:52] 然后他很求极致
[03:11:53] 大家会觉得哇这个人好像很卷对吧
[03:11:56] 然后长期主义就是他这个人怎么好像放在眼前的好像对吧
[03:12:00] KPI不管要去管一些别的事情
[03:12:03] 所以这样的人在很多公司里为
[03:12:05] 大家觉得其实是好像比较格格不入的对吧
[03:12:09] 他自己在这个公司里的体验可能也不太好
[03:12:12] 但是呢今天你到了一个环境之后
[03:12:15] 然后如果这个环境就本身倡导这些事情
[03:12:19] 而有这样的行为的人也比较多哦
[03:12:22] 他的工作就会觉得比较开心
[03:12:24] 嗯对吧
[03:12:25] 所以今天当这个环境里这样的人越来越多的时候
[03:12:29] 他其实会去改变那些这个环境里还不是这样的
[03:12:34] 其实很好玩
[03:12:35] 就是人是会被环境改变的
[03:12:37] 嗯对啊
[03:12:39] 所以当我们今天这个公司的氛围改变之后
[03:12:43] 它并不是说好像你把人都换一部对吧
[03:12:46] 当你引入了一些很好的创造者之后
[03:12:48] 这个氛围变了
[03:12:49] 其实剩下的人都在发生变化
[03:12:51] 对这个你是几年前去公司
[03:12:54] 就是你感受到环境变化有什么一些细节能体现吗
[03:12:59] 你作为一个CEO能观察到的细节嗯
[03:13:01] 你知道我相对偏抽象对吧
[03:13:05] 然后偏爱
[03:13:06] 其实我不是每天在公司里面游走
[03:13:09] 好像在看大量的细节哦
[03:13:10] 你每天去走几个小时啊
[03:13:12] 嗯我每天八个小时吧以内
[03:13:15] OK8小时以内哦
[03:13:17] 对我每天应该八个小时
[03:13:18] 你是不想去那么多
[03:13:19] 还是你有意识控制自己的在公司时间呃
[03:13:23] 我觉得我其实是有意识的控制自己在公司的时间
[03:13:26] 嗯对然后因为的确你发现就是嗯作为第三类的公司对吧
[03:13:33] 如果我今天一天到晚的公司好像就推动很多事情
[03:13:38] 指挥很多事情
[03:13:39] 那他大概率不会长成一个第三维的意思哦
[03:13:42] 能理解对吧
[03:13:43] 因为第三类公司最后它其实是要靠这个体系
[03:13:47] 靠我们的创造者们他们去run的
[03:13:49] 而不是靠今天我这里推一把
[03:13:51] 那里推一把去跑对
[03:13:53] 所以这样的一个就是今天把就是我们说的框架想清楚对吧
[03:13:58] 然后把关键的人今天找到
[03:14:00] 然后今天真的嗯哼就是让他们去把这个东西做出来的过程
[03:14:06] 是我觉得就是我今天所看见的路径嗯
[03:14:09] 对典型的杨萌的一天是什么样的
[03:14:14] 嗯其实我会在我们不关心的关键的领域里边
[03:14:18] 然后可能开比较多的也不是会吧
[03:14:22] 就是我觉得会比较多的讨论对吧
[03:14:24] 就比如说最近的半年其实花比较多的时间在AI变革了一点对
[03:14:29] 然后那么嗯从整个组织的层面到具体的某一个工具的层面
[03:14:35] 其实诶你觉得你会去嗯跟大家一起对吧
[03:14:40] 去从事实里边去抽象
[03:14:42] 然后再回到去推动更多的更好的事情的现实嗯对呃
[03:14:48] 典型的一天从早上开始说几点起床
[03:14:51] 典型的一天早上开始说我可能八点多起床
[03:14:56] 然后九点到十点之间到公司
[03:14:58] 然后嗯我的会通常不会排的特别的嗯
[03:15:02] 对我一天可能有一半到2/3的时间有会对
[03:15:07] 然后其他时间都空着
[03:15:08] 然后到了六点多就这样下班
[03:15:12] 就是嗯应该说就是对离开那个公司那环境嗯
[03:15:18] 然后晚上呢
[03:15:19] 然后通常都会因为我是个很喜欢阅读
[03:15:22] 然后很喜欢就是这里看看那里看看对吧
[03:15:24] 然后呃的人所以会看很多东西
[03:15:26] 看什么呀
[03:15:27] 这就要开什么呃
[03:15:29] 今天从短视频长视频
[03:15:32] 然后的确各种各样的领域的知识
[03:15:35] 其实冷门的东西我知道很多哦
[03:15:38] 比如说嗯最近获得了一个冷知识
[03:15:41] 其实我自己兴趣比较多的呃
[03:15:44] 像呃政治历史军事对吧
[03:15:48] 包括还有我们说的一些爱好里边的像美食之类的
[03:15:52] 就是这些都还是就是可以你花很多时间去理解
[03:15:56] 而且你发现嗯当你看了很多具体的东西
[03:16:00] 你在尝试把它抽象一步的时候
[03:16:02] 它背后是有很多非常接近的规律的
[03:16:05] 嗯对最近有感受到感悟到什么样的共通性
[03:16:10] 呃我讲一个就是比较好玩儿的啊
[03:16:13] 其实嗯每一次生产力的革命对吧
[03:16:19] 其实他都会发生一些很有趣的的共性的事情
[03:16:23] 第一呢你会发现生产力的革命嗯
[03:16:26] 大革命啊不是那种小的渐进式的改良对吧
[03:16:30] 每次生产力革命都创造了更高的价值对吧
[03:16:34] 那么这个价值会分配给谁
[03:16:36] 会首先被分配些军事政治嗯
[03:16:40] 你会发现其实这个多创造出来的价值
[03:16:43] 其实往往会首先被分配给分配价值的人哦
[03:16:48] 就换句话这个西瓜被切出来之后
[03:16:51] 其实往往是那个切西瓜的人
[03:16:53] 其实拿先拿哦对吧
[03:16:56] 然后其实这个过程里边你发现无论是最早的资产阶级革命
[03:17:00] 再到后来的
[03:17:01] 其实都是这样的
[03:17:02] 后面呢其实往往会要通过一次革命对吧
[03:17:06] 然后在今天让这个价值被分配的更平均一些对吧
[03:17:10] 然后那其实这一次AI变革其实也会创造出一块巨大的价值对吧
[03:17:16] 然后这个切西瓜的人是做模型的人
[03:17:19] 嗯我学做模型的人肯定是一部分对吧
[03:17:22] 然后除了这个之外
[03:17:23] 其实肯定还有就是今天企业里边这些用AI的人对吧
[03:17:27] 然后那其实嗯所以你看为什么SAM特曼会说
[03:17:32] 将来会进入一个我们叫普遍收入的社会
[03:17:36] 就是政府会给每个人发钱对吧
[03:17:40] 嗯嗯其实这个地方的完整闭环是什么
[03:17:42] 就是今天嗯AI会给公司带来更多的价值对吧
[03:17:46] 然后这些更多的价值需要通过政府用收税的方式被收到政府手里去
[03:17:53] 然后再发给所有人
[03:17:56] 嗯所以这就完成了一个完整的闭环
[03:17:58] 嗯对吧
[03:17:59] 所以利好CEO们呃
[03:18:02] 我觉得今天其实我不希望说是利好
[03:18:06] 我们
[03:18:06] 因为还是说我一直觉得我们是正心诚意的
[03:18:10] 就我们觉得我们希望把价值分配给创造价值的人
[03:18:14] 嗯所以在我们公司我反复跟大家讲对吧
[03:18:17] 我们说今年用了AI
[03:18:18] 我们提效了
[03:18:19] 然后多产出的这些利润
[03:18:21] 其实大家不会说默认流到我这里对吧
[03:18:24] 嗯那么我们还是说今天创造者和劳动者之间
[03:18:27] 而创造者跟股东之间
[03:18:28] 他会以一个我们之前约定的比例去分配
[03:18:31] 嗯对啊
[03:18:32] 就我们觉得短期好像嗯多少的价值是考完可以分给自己对吧
[03:18:38] 但长期你要让这个价值循环能够跑起来的时候
[03:18:41] 其实你是需要把价值分配给创造价值的人
[03:18:44] 你最近有读什么有意思的书
[03:18:46] 或者看什么有意思的电影吗
[03:18:48] 呃其实我现在读书还比较少嘛
[03:18:51] 因为你发现其实就是从一个context的浓度来讲
[03:18:56] 其实往往一本书的他他对他没有那么那么的信息密度高
[03:19:02] 那么信息密度高
[03:19:03] 或者你很难找到
[03:19:03] 那么信息密度那么高的树哦
[03:19:06] 对电影呢
[03:19:08] 电影其实呃会有特别好玩的习惯
[03:19:11] 就是我记几乎记不住我看过的的电影哦
[03:19:15] 我隔半年就可以重新看一次
[03:19:17] 跟新的一样
[03:19:19] 就换句话
[03:19:20] 当一个人今天他的注意力今天focus在现在和未来的时候哦
[03:19:25] 特别是在对吧
[03:19:26] 未来的时候
[03:19:27] 其实他是选择性遗忘的哦
[03:19:30] 你对什么记忆比较敏感
[03:19:31] 比较敏锐
[03:19:33] 我觉得我对抽象出来的结构性的东西的记忆是持续而哦
[03:19:38] 那这个是从什么时候形成的这种记忆模式啊
[03:19:42] 呃其实我看你家好多采访都说你是一个喜欢抽象的人
[03:19:46] 对
[03:19:47] 其实呢嗯呵呵
[03:19:50] 就是你发现其实呃高考你要考个好成绩
[03:19:56] 其实你最好学会抽象
[03:19:59] 因为你发现高考那些所谓的知识点和题
[03:20:02] 它其实是高度重复的
[03:20:05] 当你能把它抽象成若干个知识点
[03:20:07] 若干个题的类型的时候
[03:20:09] 你就是一个庖丁解牛的过程对吧
[03:20:11] 你就可以非常快的去完成它
[03:20:13] 所以我觉得那个应该是你就是对抽象的
[03:20:17] 是我对抽象的第一个好像甜点sweet spot对
[03:20:23] 然后后面的话其实嗯的确就是我
[03:20:28] 就持续的习惯就是好像从具体的事情里边往后退一步
[03:20:33] 然后尝试去找这个事物本质的规律
[03:20:36] 那嗯我觉得如果一个人或者一个组织只有抽象的人
[03:20:40] 他肯定是活不好对吧
[03:20:43] 但如果一个组织其实有我这样就是抽象的人
[03:20:47] 然后加上具象的人
[03:20:49] 大家在一起
[03:20:50] 就像我刚刚讲的对吧
[03:20:52] 我的MBTI和我们的总裁东平的MBTI完全相反的时候
[03:20:57] 然后诶这样在一起1+1其实就越来越越来越好对嗯
[03:21:04] 所以我们开玩笑
[03:21:05] 我的公司老讲一句话
[03:21:06] 就说诶这公司如果没有我对吧
[03:21:09] 嗯这公司可能不一定像今天这么就是越来越好
[03:21:12] 像就是变得好像更有挑战对吧
[03:21:16] 更更复杂更好玩儿
[03:21:18] 然后呃这公司如果没有东平的话
[03:21:21] 应该已经死了
[03:21:23] 哎如果有一天安克死了
[03:21:26] 你觉得会是因为什么呃
[03:21:28] 我们回到还是第一性原理是吧
[03:21:30] 你觉得一个成功的第三位公司是因为什么原因死掉的
[03:21:33] 那公子总要死的嘛
[03:21:35] 就今天当你看到像宝洁对吧
[03:21:38] 像德州仪器这种
[03:21:39] 他在几十个品类里边系统性的能做好
[03:21:43] 而这个公司能够持续的吸引好的人才对吧
[03:21:47] 你想让他们成长成为很厉害的人的时候
[03:21:49] 那你觉得这公司背后什么原因死呢
[03:21:59] 好像你不太想得到对吧
[03:22:01] 其实真正的第三类公司成功第三类公司
[03:22:04] 但它能够刚刚讲的就是持续的很多个品类营和持续有很好的人的时候
[03:22:10] 其实这个公司是不会死的
[03:22:12] 他最后死的原因一定是因为比如他的人开始
[03:22:16] 比如说大家忘记了之前的使命愿景对吧
[03:22:19] 大家不再坚守之前的价值观了
